     0.23070093    -0.42532540    -0.17352352     0.40824829     0.26286556    -0.26286556    -0.40824829     0.17352352     0.42532540    -0.23070093 
     0.23070093    -0.42532540     0.17352352     0.40824829    -0.26286556    -0.26286556     0.40824829     0.17352352    -0.42532540     0.23070093 
     0.30055156    -0.26286556    -0.39958574    -0.00000000     0.42532540     0.42532540    -0.00000000    -0.39958574    -0.26286556     0.30055156 
     0.46140187     0.00000000    -0.34704704    -0.40824829    -0.00000000    -0.00000000     0.40824829     0.34704704    -0.00000000    -0.46140187 
     0.46140187     0.00000000     0.34704704    -0.40824829    -0.00000000     0.00000000    -0.40824829     0.34704704    -0.00000000     0.46140187 
     0.30055156    -0.26286556     0.39958574    -0.00000000    -0.42532540     0.42532540     0.00000000    -0.39958574     0.26286556    -0.30055156 
     0.30055156     0.26286556    -0.39958574     0.00000000    -0.42532540    -0.42532540    -0.00000000    -0.39958574     0.26286556     0.30055156 
     0.23070093     0.42532540    -0.17352352     0.40824829    -0.26286556     0.26286556    -0.40824829     0.17352352    -0.42532540    -0.23070093 
     0.23070093     0.42532540     0.17352352     0.40824829     0.26286556     0.26286556     0.40824829     0.17352352     0.42532540     0.23070093 
     0.30055156     0.26286556     0.39958574     0.00000000     0.42532540    -0.42532540     0.00000000    -0.39958574    -0.26286556    -0.30055156 
