                    +-------------------------------------+
                    |        Program final_project        |
                    | Author: Jose Antonio Quinonero Gris |
                    +-------------------------------------+

                                 +-----------+
+--------------------------------|   INPUT   |--------------------------------+
                                 +-----------+
Model: Logistic                                                                        
Method: Taylor                                                                          
Number of terms of Taylor expansion:2

Initial time, t_0 (arbitrary units):       0.00
Time of simulation (arbitrary units):     160.00
Time step (arbitrary units):       0.01
Number of points: 27587

Constants:
alpha =   0.400000
alphaprime =   0.004000
beta =   0.100000
kappa =   1.100000
kappaprime =   0.011000
lambda =   0.400000

                                 +------------+
+--------------------------------|   OUTPUT   |-------------------------------+
                                 +------------+
Results:
Number of iterations: 27587
Total time of simulation:          160.00

-------------------------------------------------------------------------------
                                 Taylor                     Error vs RK4
                        -----------------------        -----------------------
           t            Prey           Predator        Prey           Predator
-------------------------------------------------------------------------------
          0.000         10.000         10.000          0.000          0.000
          0.006          9.825         10.037          0.000          0.000
          0.012          9.653         10.073          0.000          0.000
          0.017          9.483         10.109          0.000          0.000
          0.023          9.316         10.143          0.000          0.000
          0.029          9.150         10.177          0.001          0.000
          0.035          8.987         10.210          0.001          0.000
          0.041          8.827         10.242          0.001          0.000
          0.046          8.668         10.273          0.001          0.000
          0.052          8.512         10.303          0.001          0.000
          0.058          8.358         10.332          0.001          0.000
          0.064          8.207         10.361          0.001          0.000
          0.070          8.058         10.389          0.002          0.000
          0.075          7.911         10.416          0.002          0.000
          0.081          7.766         10.442          0.002          0.001
          0.087          7.624         10.467          0.002          0.001
          0.093          7.483         10.492          0.002          0.001
          0.099          7.345         10.516          0.002          0.001
          0.104          7.210         10.539          0.003          0.001
          0.110          7.076         10.561          0.003          0.001
          0.116          6.945         10.582          0.003          0.001
          0.122          6.815         10.603          0.003          0.001
          0.128          6.688         10.623          0.003          0.001
          0.133          6.563         10.642          0.003          0.001
          0.139          6.440         10.660          0.004          0.001
          0.145          6.319         10.678          0.004          0.001
          0.151          6.201         10.695          0.004          0.001
          0.157          6.084         10.711          0.004          0.001
          0.162          5.969         10.727          0.004          0.001
          0.168          5.856         10.742          0.004          0.001
          0.174          5.746         10.756          0.005          0.001
          0.180          5.637         10.770          0.005          0.001
          0.186          5.530         10.783          0.005          0.001
          0.191          5.425         10.795          0.005          0.001
          0.197          5.322         10.807          0.005          0.001
          0.203          5.220         10.818          0.006          0.001
          0.209          5.121         10.828          0.006          0.001
          0.215          5.023         10.838          0.006          0.001
          0.220          4.928         10.847          0.006          0.001
          0.226          4.833         10.855          0.006          0.001
          0.232          4.741         10.863          0.007          0.001
          0.238          4.650         10.871          0.007          0.001
          0.244          4.561         10.878          0.007          0.001
          0.249          4.474         10.884          0.007          0.001
          0.255          4.388         10.890          0.007          0.001
          0.261          4.304         10.895          0.008          0.001
          0.267          4.222         10.900          0.008          0.001
          0.273          4.141         10.904          0.008          0.001
          0.278          4.061         10.907          0.008          0.001
          0.284          3.983         10.911          0.008          0.001
          0.290          3.907         10.913          0.009          0.001
          0.296          3.832         10.915          0.009          0.001
          0.302          3.758         10.917          0.009          0.001
          0.307          3.686         10.918          0.009          0.001
          0.313          3.616         10.919          0.010          0.001
          0.319          3.546         10.919          0.010          0.001
          0.325          3.478         10.919          0.010          0.001
          0.331          3.412         10.919          0.010          0.001
          0.336          3.346         10.918          0.010          0.001
          0.342          3.282         10.916          0.011          0.001
          0.348          3.219         10.915          0.011          0.001
          0.354          3.158         10.912          0.011          0.001
          0.360          3.097         10.910          0.011          0.001
          0.365          3.038         10.907          0.011          0.001
          0.371          2.980         10.904          0.012          0.001
          0.377          2.923         10.900          0.012          0.001
          0.383          2.867         10.896          0.012          0.001
          0.389          2.812         10.891          0.012          0.001
          0.394          2.759         10.887          0.012          0.001
          0.400          2.706         10.882          0.013          0.001
          0.406          2.655         10.876          0.013          0.001
          0.412          2.604         10.870          0.013          0.001
          0.418          2.555         10.864          0.013          0.001
          0.423          2.506         10.858          0.014          0.001
          0.429          2.459         10.851          0.014          0.001
          0.435          2.412         10.844          0.014          0.001
          0.441          2.366         10.837          0.014          0.001
          0.447          2.322         10.830          0.014          0.001
          0.452          2.278         10.822          0.015          0.001
          0.458          2.235         10.814          0.015          0.001
          0.464          2.193         10.805          0.015          0.001
          0.470          2.151         10.797          0.015          0.001
          0.476          2.111         10.788          0.015          0.001
          0.481          2.071         10.779          0.016          0.001
          0.487          2.032         10.769          0.016          0.001
          0.493          1.994         10.760          0.016          0.001
          0.499          1.957         10.750          0.016          0.001
          0.505          1.920         10.740          0.016          0.001
          0.510          1.885         10.730          0.017          0.001
          0.516          1.849         10.719          0.017          0.001
          0.522          1.815         10.708          0.017          0.001
          0.528          1.781         10.697          0.017          0.001
          0.534          1.748         10.686          0.017          0.001
          0.539          1.716         10.675          0.018          0.001
          0.545          1.684         10.664          0.018          0.001
          0.551          1.653         10.652          0.018          0.001
          0.557          1.623         10.640          0.018          0.001
          0.563          1.593         10.628          0.018          0.001
          0.568          1.563         10.616          0.019          0.001
          0.574          1.535         10.603          0.019          0.001
          0.580          1.507         10.591          0.019          0.001
          0.586          1.479         10.578          0.019          0.001
          0.592          1.452         10.565          0.019          0.001
          0.597          1.426         10.552          0.020          0.001
          0.603          1.400         10.539          0.020          0.001
          0.609          1.374         10.526          0.020          0.001
          0.615          1.349         10.512          0.020          0.001
          0.621          1.325         10.499          0.020          0.001
          0.626          1.301         10.485          0.021          0.001
          0.632          1.278         10.471          0.021          0.001
          0.638          1.255         10.457          0.021          0.001
          0.644          1.232         10.443          0.021          0.001
          0.650          1.210         10.429          0.021          0.001
          0.655          1.188         10.414          0.022          0.001
          0.661          1.167         10.400          0.022          0.001
          0.667          1.146         10.385          0.022          0.001
          0.673          1.126         10.371          0.022          0.001
          0.679          1.106         10.356          0.022          0.001
          0.684          1.086         10.341          0.023          0.001
          0.690          1.067         10.326          0.023          0.001
          0.696          1.048         10.311          0.023          0.001
          0.702          1.030         10.296          0.023          0.001
          0.708          1.012         10.280          0.023          0.001
          0.713          0.994         10.265          0.023          0.001
          0.719          0.977         10.250          0.024          0.001
          0.725          0.960         10.234          0.024          0.001
          0.731          0.943         10.218          0.024          0.001
          0.737          0.926         10.203          0.024          0.001
          0.742          0.910         10.187          0.024          0.001
          0.748          0.895         10.171          0.025          0.001
          0.754          0.879         10.155          0.025          0.000
          0.760          0.864         10.139          0.025          0.000
          0.766          0.849         10.123          0.025          0.000
          0.771          0.835         10.107          0.025          0.000
          0.777          0.820         10.091          0.025          0.000
          0.783          0.806         10.075          0.026          0.000
          0.789          0.793         10.058          0.026          0.000
          0.795          0.779         10.042          0.026          0.000
          0.800          0.766         10.025          0.026          0.000
          0.806          0.753         10.009          0.026          0.000
          0.812          0.740          9.992          0.026          0.000
          0.818          0.728          9.976          0.027          0.000
          0.824          0.715          9.959          0.027          0.000
          0.829          0.703          9.943          0.027          0.000
          0.835          0.692          9.926          0.027          0.000
          0.841          0.680          9.909          0.027          0.000
          0.847          0.669          9.892          0.027          0.000
          0.853          0.658          9.875          0.028          0.000
          0.858          0.647          9.859          0.028          0.000
          0.864          0.636          9.842          0.028          0.000
          0.870          0.626          9.825          0.028          0.000
          0.876          0.615          9.808          0.028          0.000
          0.882          0.605          9.791          0.028          0.000
          0.887          0.595          9.774          0.029          0.000
          0.893          0.586          9.757          0.029          0.000
          0.899          0.576          9.739          0.029          0.000
          0.905          0.567          9.722          0.029          0.000
          0.911          0.557          9.705          0.029          0.000
          0.916          0.548          9.688          0.029          0.000
          0.922          0.540          9.671          0.029          0.000
          0.928          0.531          9.654          0.030          0.000
          0.934          0.522          9.636          0.030          0.000
          0.940          0.514          9.619          0.030          0.000
          0.945          0.506          9.602          0.030          0.000
          0.951          0.498          9.584          0.030          0.000
          0.957          0.490          9.567          0.030          0.000
          0.963          0.482          9.550          0.030          0.000
          0.969          0.475          9.532          0.031          0.000
          0.974          0.467          9.515          0.031          0.000
          0.980          0.460          9.498          0.031          0.000
          0.986          0.452          9.480          0.031          0.000
          0.992          0.445          9.463          0.031          0.000
          0.998          0.438          9.445          0.031          0.000
          1.003          0.432          9.428          0.031          0.000
          1.009          0.425          9.410          0.032          0.000
          1.015          0.418          9.393          0.032          0.000
          1.021          0.412          9.375          0.032          0.000
          1.027          0.406          9.358          0.032          0.000
          1.032          0.399          9.340          0.032          0.000
          1.038          0.393          9.323          0.032          0.000
          1.044          0.387          9.306          0.032          0.000
          1.050          0.381          9.288          0.033          0.000
          1.056          0.376          9.271          0.033          0.000
          1.061          0.370          9.253          0.033          0.000
          1.067          0.364          9.236          0.033          0.000
          1.073          0.359          9.218          0.033          0.000
          1.079          0.353          9.201          0.033          0.000
          1.085          0.348          9.183          0.033          0.000
          1.090          0.343          9.166          0.033          0.000
          1.096          0.338          9.148          0.034          0.000
          1.102          0.333          9.131          0.034          0.000
          1.108          0.328          9.113          0.034          0.000
          1.114          0.323          9.096          0.034          0.000
          1.119          0.318          9.078          0.034          0.000
          1.125          0.314          9.061          0.034          0.000
          1.131          0.309          9.043          0.034          0.000
          1.137          0.304          9.026          0.034          0.000
          1.143          0.300          9.008          0.035          0.000
          1.148          0.296          8.991          0.035          0.000
          1.154          0.291          8.973          0.035          0.000
          1.160          0.287          8.956          0.035          0.000
          1.166          0.283          8.939          0.035          0.000
          1.172          0.279          8.921          0.035          0.000
          1.177          0.275          8.904          0.035          0.000
          1.183          0.271          8.886          0.035          0.000
          1.189          0.267          8.869          0.036          0.000
          1.195          0.263          8.852          0.036          0.000
          1.201          0.260          8.834          0.036          0.000
          1.206          0.256          8.817          0.036          0.000
          1.212          0.252          8.799          0.036          0.000
          1.218          0.249          8.782          0.036          0.000
          1.224          0.245          8.765          0.036          0.000
          1.230          0.242          8.748          0.036          0.000
          1.235          0.238          8.730          0.036          0.000
          1.241          0.235          8.713          0.037          0.000
          1.247          0.232          8.696          0.037          0.000
          1.253          0.229          8.678          0.037          0.000
          1.259          0.226          8.661          0.037          0.000
          1.264          0.222          8.644          0.037          0.000
          1.270          0.219          8.627          0.037          0.000
          1.276          0.216          8.610          0.037          0.000
          1.282          0.213          8.592          0.037          0.000
          1.288          0.211          8.575          0.037          0.000
          1.293          0.208          8.558          0.038          0.000
          1.299          0.205          8.541          0.038          0.000
          1.305          0.202          8.524          0.038          0.000
          1.311          0.199          8.507          0.038          0.000
          1.317          0.197          8.490          0.038          0.000
          1.322          0.194          8.473          0.038          0.000
          1.328          0.192          8.456          0.038          0.000
          1.334          0.189          8.439          0.038          0.000
          1.340          0.187          8.422          0.038          0.000
          1.346          0.184          8.405          0.038          0.000
          1.351          0.182          8.388          0.039          0.000
          1.357          0.179          8.371          0.039          0.000
          1.363          0.177          8.354          0.039          0.000
          1.369          0.175          8.337          0.039          0.000
          1.375          0.172          8.320          0.039          0.000
          1.380          0.170          8.303          0.039          0.000
          1.386          0.168          8.286          0.039          0.000
          1.392          0.166          8.269          0.039          0.000
          1.398          0.164          8.253          0.039          0.000
          1.404          0.162          8.236          0.039          0.000
          1.409          0.160          8.219          0.039          0.000
          1.415          0.158          8.202          0.040          0.000
          1.421          0.156          8.186          0.040          0.000
          1.427          0.154          8.169          0.040          0.000
          1.433          0.152          8.152          0.040          0.000
          1.438          0.150          8.136          0.040          0.000
          1.444          0.148          8.119          0.040          0.000
          1.450          0.146          8.102          0.040          0.000
          1.456          0.144          8.086          0.040          0.000
          1.462          0.142          8.069          0.040          0.000
          1.467          0.141          8.053          0.040          0.000
          1.473          0.139          8.036          0.040          0.000
          1.479          0.137          8.020          0.041          0.000
          1.485          0.136          8.003          0.041          0.000
          1.491          0.134          7.987          0.041          0.000
          1.496          0.132          7.970          0.041          0.000
          1.502          0.131          7.954          0.041          0.000
          1.508          0.129          7.938          0.041          0.000
          1.514          0.128          7.921          0.041          0.000
          1.520          0.126          7.905          0.041          0.000
          1.525          0.124          7.889          0.041          0.000
          1.531          0.123          7.872          0.041          0.000
          1.537          0.122          7.856          0.041          0.000
          1.543          0.120          7.840          0.041          0.000
          1.549          0.119          7.823          0.041          0.000
          1.554          0.117          7.807          0.042          0.000
          1.560          0.116          7.791          0.042          0.000
          1.566          0.115          7.775          0.042          0.000
          1.572          0.113          7.759          0.042          0.000
          1.578          0.112          7.743          0.042          0.000
          1.583          0.111          7.727          0.042          0.000
          1.589          0.109          7.711          0.042          0.000
          1.595          0.108          7.695          0.042          0.000
          1.601          0.107          7.679          0.042          0.000
          1.607          0.106          7.663          0.042          0.000
          1.612          0.104          7.647          0.042          0.000
          1.618          0.103          7.631          0.042          0.000
          1.624          0.102          7.615          0.042          0.000
          1.630          0.101          7.599          0.043          0.000
          1.636          0.100          7.583          0.043          0.001
          1.641          0.099          7.567          0.043          0.001
          1.647          0.098          7.552          0.043          0.001
          1.653          0.096          7.536          0.043          0.001
          1.659          0.095          7.520          0.043          0.001
          1.665          0.094          7.504          0.043          0.001
          1.670          0.093          7.489          0.043          0.001
          1.676          0.092          7.473          0.043          0.001
          1.682          0.091          7.457          0.043          0.001
          1.688          0.090          7.442          0.043          0.001
          1.694          0.089          7.426          0.043          0.001
          1.699          0.088          7.411          0.043          0.001
          1.705          0.087          7.395          0.043          0.001
          1.711          0.086          7.380          0.043          0.001
          1.717          0.085          7.364          0.044          0.001
          1.723          0.085          7.349          0.044          0.001
          1.728          0.084          7.333          0.044          0.001
          1.734          0.083          7.318          0.044          0.001
          1.740          0.082          7.302          0.044          0.001
          1.746          0.081          7.287          0.044          0.001
          1.752          0.080          7.272          0.044          0.001
          1.757          0.079          7.256          0.044          0.001
          1.763          0.078          7.241          0.044          0.001
          1.769          0.078          7.226          0.044          0.001
          1.775          0.077          7.211          0.044          0.001
          1.781          0.076          7.195          0.044          0.001
          1.786          0.075          7.180          0.044          0.001
          1.792          0.075          7.165          0.044          0.001
          1.798          0.074          7.150          0.044          0.001
          1.804          0.073          7.135          0.044          0.001
          1.810          0.072          7.120          0.044          0.001
          1.815          0.072          7.105          0.045          0.001
          1.821          0.071          7.090          0.045          0.001
          1.827          0.070          7.075          0.045          0.001
          1.833          0.069          7.060          0.045          0.001
          1.839          0.069          7.045          0.045          0.001
          1.844          0.068          7.030          0.045          0.001
          1.850          0.067          7.015          0.045          0.001
          1.856          0.067          7.000          0.045          0.001
          1.862          0.066          6.985          0.045          0.001
          1.868          0.065          6.971          0.045          0.001
          1.873          0.065          6.956          0.045          0.001
          1.879          0.064          6.941          0.045          0.001
          1.885          0.063          6.926          0.045          0.001
          1.891          0.063          6.912          0.045          0.001
          1.897          0.062          6.897          0.045          0.001
          1.902          0.062          6.882          0.045          0.001
          1.908          0.061          6.868          0.045          0.001
          1.914          0.060          6.853          0.045          0.001
          1.920          0.060          6.838          0.045          0.001
          1.926          0.059          6.824          0.046          0.001
          1.931          0.059          6.809          0.046          0.001
          1.937          0.058          6.795          0.046          0.001
          1.943          0.058          6.780          0.046          0.001
          1.949          0.057          6.766          0.046          0.001
          1.955          0.057          6.752          0.046          0.001
          1.960          0.056          6.737          0.046          0.001
          1.966          0.056          6.723          0.046          0.001
          1.972          0.055          6.709          0.046          0.001
          1.978          0.055          6.694          0.046          0.001
          1.984          0.054          6.680          0.046          0.001
          1.989          0.054          6.666          0.046          0.001
          1.995          0.053          6.651          0.046          0.001
          2.001          0.053          6.637          0.046          0.001
          2.007          0.052          6.623          0.046          0.001
          2.013          0.052          6.609          0.046          0.001
          2.018          0.051          6.595          0.046          0.001
          2.024          0.051          6.581          0.046          0.001
          2.030          0.050          6.567          0.046          0.001
          2.036          0.050          6.553          0.046          0.001
          2.042          0.049          6.539          0.046          0.001
          2.047          0.049          6.525          0.046          0.001
          2.053          0.048          6.511          0.046          0.001
          2.059          0.048          6.497          0.047          0.001
          2.065          0.048          6.483          0.047          0.001
          2.071          0.047          6.469          0.047          0.001
          2.076          0.047          6.455          0.047          0.001
          2.082          0.046          6.441          0.047          0.001
          2.088          0.046          6.427          0.047          0.001
          2.094          0.046          6.414          0.047          0.001
          2.100          0.045          6.400          0.047          0.001
          2.105          0.045          6.386          0.047          0.001
          2.111          0.044          6.372          0.047          0.001
          2.117          0.044          6.359          0.047          0.001
          2.123          0.044          6.345          0.047          0.001
          2.129          0.043          6.331          0.047          0.001
          2.134          0.043          6.318          0.047          0.001
          2.140          0.043          6.304          0.047          0.001
          2.146          0.042          6.291          0.047          0.001
          2.152          0.042          6.277          0.047          0.001
          2.158          0.042          6.264          0.047          0.001
          2.163          0.041          6.250          0.047          0.001
          2.169          0.041          6.237          0.047          0.001
          2.175          0.041          6.223          0.047          0.001
          2.181          0.040          6.210          0.047          0.001
          2.187          0.040          6.197          0.047          0.001
          2.192          0.040          6.183          0.047          0.001
          2.198          0.039          6.170          0.047          0.001
          2.204          0.039          6.157          0.047          0.001
          2.210          0.039          6.143          0.047          0.001
          2.216          0.038          6.130          0.048          0.001
          2.221          0.038          6.117          0.048          0.001
          2.227          0.038          6.104          0.048          0.001
          2.233          0.038          6.091          0.048          0.001
          2.239          0.037          6.077          0.048          0.001
          2.245          0.037          6.064          0.048          0.001
          2.250          0.037          6.051          0.048          0.001
          2.256          0.036          6.038          0.048          0.001
          2.262          0.036          6.025          0.048          0.001
          2.268          0.036          6.012          0.048          0.001
          2.274          0.036          5.999          0.048          0.001
          2.279          0.035          5.986          0.048          0.001
          2.285          0.035          5.973          0.048          0.001
          2.291          0.035          5.960          0.048          0.001
          2.297          0.034          5.948          0.048          0.001
          2.303          0.034          5.935          0.048          0.001
          2.308          0.034          5.922          0.048          0.001
          2.314          0.034          5.909          0.048          0.001
          2.320          0.033          5.896          0.048          0.001
          2.326          0.033          5.883          0.048          0.001
          2.332          0.033          5.871          0.048          0.001
          2.337          0.033          5.858          0.048          0.001
          2.343          0.033          5.845          0.048          0.001
          2.349          0.032          5.833          0.048          0.001
          2.355          0.032          5.820          0.048          0.001
          2.361          0.032          5.807          0.048          0.001
          2.366          0.032          5.795          0.048          0.001
          2.372          0.031          5.782          0.048          0.001
          2.378          0.031          5.770          0.048          0.001
          2.384          0.031          5.757          0.048          0.001
          2.390          0.031          5.745          0.048          0.001
          2.395          0.031          5.732          0.048          0.001
          2.401          0.030          5.720          0.048          0.001
          2.407          0.030          5.707          0.048          0.001
          2.413          0.030          5.695          0.048          0.001
          2.419          0.030          5.683          0.048          0.001
          2.424          0.029          5.670          0.049          0.001
          2.430          0.029          5.658          0.049          0.001
          2.436          0.029          5.646          0.049          0.001
          2.442          0.029          5.634          0.049          0.001
          2.448          0.029          5.621          0.049          0.001
          2.453          0.029          5.609          0.049          0.001
          2.459          0.028          5.597          0.049          0.001
          2.465          0.028          5.585          0.049          0.001
          2.471          0.028          5.573          0.049          0.001
          2.477          0.028          5.560          0.049          0.001
          2.482          0.028          5.548          0.049          0.001
          2.488          0.027          5.536          0.049          0.001
          2.494          0.027          5.524          0.049          0.001
          2.500          0.027          5.512          0.049          0.001
          2.506          0.027          5.500          0.049          0.001
          2.511          0.027          5.488          0.049          0.001
          2.517          0.027          5.476          0.049          0.001
          2.523          0.026          5.464          0.049          0.001
          2.529          0.026          5.452          0.049          0.001
          2.535          0.026          5.441          0.049          0.001
          2.540          0.026          5.429          0.049          0.001
          2.546          0.026          5.417          0.049          0.001
          2.552          0.026          5.405          0.049          0.001
          2.558          0.025          5.393          0.049          0.001
          2.564          0.025          5.382          0.049          0.001
          2.569          0.025          5.370          0.049          0.001
          2.575          0.025          5.358          0.049          0.001
          2.581          0.025          5.346          0.049          0.001
          2.587          0.025          5.335          0.049          0.001
          2.593          0.024          5.323          0.049          0.001
          2.598          0.024          5.312          0.049          0.001
          2.604          0.024          5.300          0.049          0.001
          2.610          0.024          5.288          0.049          0.001
          2.616          0.024          5.277          0.049          0.001
          2.622          0.024          5.265          0.049          0.001
          2.627          0.024          5.254          0.049          0.001
          2.633          0.023          5.242          0.049          0.001
          2.639          0.023          5.231          0.049          0.001
          2.645          0.023          5.219          0.049          0.001
          2.651          0.023          5.208          0.049          0.001
          2.656          0.023          5.197          0.049          0.001
          2.662          0.023          5.185          0.049          0.001
          2.668          0.023          5.174          0.049          0.001
          2.674          0.023          5.163          0.049          0.001
          2.680          0.022          5.151          0.049          0.001
          2.685          0.022          5.140          0.049          0.001
          2.691          0.022          5.129          0.049          0.001
          2.697          0.022          5.118          0.049          0.001
          2.703          0.022          5.106          0.049          0.001
          2.709          0.022          5.095          0.049          0.001
          2.714          0.022          5.084          0.049          0.001
          2.720          0.022          5.073          0.049          0.001
          2.726          0.021          5.062          0.049          0.001
          2.732          0.021          5.051          0.049          0.001
          2.738          0.021          5.040          0.049          0.001
          2.743          0.021          5.029          0.049          0.001
          2.749          0.021          5.018          0.049          0.001
          2.755          0.021          5.007          0.049          0.001
          2.761          0.021          4.996          0.050          0.001
          2.767          0.021          4.985          0.050          0.001
          2.772          0.021          4.974          0.050          0.001
          2.778          0.020          4.963          0.050          0.001
          2.784          0.020          4.952          0.050          0.001
          2.790          0.020          4.941          0.050          0.001
          2.796          0.020          4.930          0.050          0.001
          2.801          0.020          4.919          0.050          0.001
          2.807          0.020          4.909          0.050          0.001
          2.813          0.020          4.898          0.050          0.001
          2.819          0.020          4.887          0.050          0.001
          2.825          0.020          4.876          0.050          0.001
          2.830          0.020          4.866          0.050          0.001
          2.836          0.019          4.855          0.050          0.001
          2.842          0.019          4.844          0.050          0.001
          2.848          0.019          4.834          0.050          0.001
          2.854          0.019          4.823          0.050          0.001
          2.859          0.019          4.813          0.050          0.001
          2.865          0.019          4.802          0.050          0.001
          2.871          0.019          4.791          0.050          0.001
          2.877          0.019          4.781          0.050          0.001
          2.883          0.019          4.770          0.050          0.001
          2.888          0.019          4.760          0.050          0.001
          2.894          0.019          4.749          0.050          0.001
          2.900          0.018          4.739          0.050          0.001
          2.906          0.018          4.729          0.050          0.001
          2.912          0.018          4.718          0.050          0.001
          2.917          0.018          4.708          0.050          0.001
          2.923          0.018          4.697          0.050          0.001
          2.929          0.018          4.687          0.050          0.001
          2.935          0.018          4.677          0.050          0.001
          2.941          0.018          4.666          0.050          0.001
          2.946          0.018          4.656          0.050          0.001
          2.952          0.018          4.646          0.050          0.001
          2.958          0.018          4.636          0.050          0.001
          2.964          0.018          4.625          0.050          0.001
          2.970          0.018          4.615          0.050          0.001
          2.975          0.017          4.605          0.050          0.001
          2.981          0.017          4.595          0.050          0.001
          2.987          0.017          4.585          0.050          0.001
          2.993          0.017          4.575          0.050          0.001
          2.999          0.017          4.565          0.050          0.001
          3.004          0.017          4.555          0.050          0.001
          3.010          0.017          4.545          0.050          0.001
          3.016          0.017          4.535          0.050          0.001
          3.022          0.017          4.525          0.050          0.001
          3.028          0.017          4.515          0.050          0.001
          3.033          0.017          4.505          0.050          0.001
          3.039          0.017          4.495          0.050          0.001
          3.045          0.017          4.485          0.050          0.001
          3.051          0.017          4.475          0.050          0.001
          3.057          0.016          4.465          0.050          0.001
          3.062          0.016          4.455          0.050          0.001
          3.068          0.016          4.445          0.050          0.001
          3.074          0.016          4.435          0.050          0.001
          3.080          0.016          4.426          0.050          0.001
          3.086          0.016          4.416          0.050          0.001
          3.091          0.016          4.406          0.050          0.001
          3.097          0.016          4.396          0.050          0.001
          3.103          0.016          4.387          0.050          0.001
          3.109          0.016          4.377          0.050          0.001
          3.115          0.016          4.367          0.050          0.001
          3.120          0.016          4.358          0.050          0.001
          3.126          0.016          4.348          0.050          0.001
          3.132          0.016          4.338          0.050          0.001
          3.138          0.016          4.329          0.050          0.001
          3.144          0.016          4.319          0.050          0.001
          3.149          0.015          4.310          0.050          0.001
          3.155          0.015          4.300          0.050          0.001
          3.161          0.015          4.291          0.050          0.001
          3.167          0.015          4.281          0.050          0.001
          3.173          0.015          4.272          0.050          0.001
          3.178          0.015          4.262          0.050          0.001
          3.184          0.015          4.253          0.050          0.001
          3.190          0.015          4.243          0.050          0.001
          3.196          0.015          4.234          0.050          0.001
          3.202          0.015          4.225          0.050          0.001
          3.207          0.015          4.215          0.050          0.001
          3.213          0.015          4.206          0.050          0.001
          3.219          0.015          4.197          0.050          0.001
          3.225          0.015          4.187          0.050          0.001
          3.231          0.015          4.178          0.050          0.001
          3.236          0.015          4.169          0.050          0.001
          3.242          0.015          4.160          0.050          0.001
          3.248          0.015          4.150          0.050          0.001
          3.254          0.015          4.141          0.050          0.001
          3.260          0.014          4.132          0.050          0.001
          3.265          0.014          4.123          0.050          0.001
          3.271          0.014          4.114          0.050          0.001
          3.277          0.014          4.105          0.050          0.001
          3.283          0.014          4.096          0.050          0.001
          3.289          0.014          4.087          0.050          0.001
          3.294          0.014          4.077          0.050          0.001
          3.300          0.014          4.068          0.050          0.001
          3.306          0.014          4.059          0.050          0.001
          3.312          0.014          4.050          0.050          0.001
          3.318          0.014          4.041          0.050          0.001
          3.323          0.014          4.032          0.050          0.001
          3.329          0.014          4.024          0.050          0.001
          3.335          0.014          4.015          0.050          0.001
          3.341          0.014          4.006          0.050          0.001
          3.347          0.014          3.997          0.050          0.001
          3.352          0.014          3.988          0.050          0.001
          3.358          0.014          3.979          0.050          0.001
          3.364          0.014          3.970          0.050          0.001
          3.370          0.014          3.961          0.050          0.001
          3.376          0.014          3.953          0.050          0.001
          3.381          0.014          3.944          0.050          0.001
          3.387          0.014          3.935          0.050          0.001
          3.393          0.014          3.926          0.050          0.001
          3.399          0.013          3.918          0.050          0.001
          3.405          0.013          3.909          0.050          0.001
          3.410          0.013          3.900          0.050          0.001
          3.416          0.013          3.892          0.050          0.002
          3.422          0.013          3.883          0.050          0.002
