                    +-------------------------------------+
                    |        Program final_project        |
                    | Author: Jose Antonio Quinonero Gris |
                    +-------------------------------------+

                                 +-----------+
+--------------------------------|   INPUT   |--------------------------------+
                                 +-----------+
Model: Logistic                                                                        
Method: Taylor                                                                          
Number of terms of Taylor expansion:2

Initial time, t_0 (arbitrary units):       0.00
Time of simulation (arbitrary units):     160.00
Time step (arbitrary units):       0.01
Number of points: 27587

Constants:
alpha =   0.400000
alphaprime =   0.004000
beta =   0.100000
kappa =   1.100000
kappaprime =   0.011000
lambda =   0.400000

                                 +------------+
+--------------------------------|   OUTPUT   |-------------------------------+
                                 +------------+
Results:
Number of iterations: 27587
Total time of simulation:          160.00

-------------------------------------------------------------------------------
                                 Taylor                     Error vs RK4
                        -----------------------        -----------------------
           t            Prey           Predator        Prey           Predator
         17.719          0.128          5.456          0.024          0.032
         17.725          0.127          5.445          0.024          0.032
         17.731          0.126          5.433          0.025          0.032
         17.736          0.125          5.422          0.025          0.032
         17.742          0.124          5.410          0.026          0.032
         17.748          0.124          5.399          0.026          0.032
         17.754          0.123          5.387          0.027          0.032
         17.760          0.122          5.376          0.027          0.032
         17.765          0.121          5.364          0.027          0.032
         17.771          0.121          5.353          0.028          0.032
         17.777          0.120          5.342          0.028          0.032
         17.783          0.119          5.330          0.029          0.032
         17.789          0.119          5.319          0.029          0.032
         17.794          0.118          5.308          0.029          0.032
         17.800          0.117          5.296          0.030          0.032
         17.806          0.116          5.285          0.030          0.032
         17.812          0.116          5.274          0.031          0.032
         17.818          0.115          5.263          0.031          0.032
         17.823          0.114          5.251          0.031          0.032
         17.829          0.114          5.240          0.032          0.032
         17.835          0.113          5.229          0.032          0.032
         17.841          0.112          5.218          0.033          0.032
         17.847          0.112          5.207          0.033          0.032
         17.852          0.111          5.196          0.033          0.032
         17.858          0.111          5.184          0.034          0.032
         17.864          0.110          5.173          0.034          0.032
         17.870          0.109          5.162          0.035          0.032
         17.876          0.109          5.151          0.035          0.032
         17.881          0.108          5.140          0.035          0.032
         17.887          0.107          5.129          0.036          0.032
         17.893          0.107          5.118          0.036          0.032
         17.899          0.106          5.107          0.037          0.032
         17.905          0.106          5.096          0.037          0.032
         17.910          0.105          5.086          0.037          0.032
         17.916          0.105          5.075          0.038          0.032
         17.922          0.104          5.064          0.038          0.032
         17.928          0.103          5.053          0.038          0.032
         17.934          0.103          5.042          0.039          0.032
         17.939          0.102          5.031          0.039          0.032
         17.945          0.102          5.021          0.040          0.032
         17.951          0.101          5.010          0.040          0.032
         17.957          0.101          4.999          0.040          0.032
         17.963          0.100          4.988          0.041          0.032
         17.968          0.100          4.978          0.041          0.032
         17.974          0.099          4.967          0.041          0.032
         17.980          0.099          4.956          0.042          0.032
         17.986          0.098          4.946          0.042          0.032
         17.992          0.098          4.935          0.043          0.032
         17.997          0.097          4.924          0.043          0.032
         18.003          0.097          4.914          0.043          0.032
         18.009          0.096          4.903          0.044          0.032
         18.015          0.096          4.893          0.044          0.032
         18.021          0.095          4.882          0.044          0.032
         18.026          0.095          4.872          0.045          0.032
         18.032          0.094          4.861          0.045          0.032
         18.038          0.094          4.851          0.045          0.032
         18.044          0.093          4.840          0.046          0.032
         18.050          0.093          4.830          0.046          0.032
         18.055          0.092          4.819          0.047          0.032
         18.061          0.092          4.809          0.047          0.032
         18.067          0.092          4.799          0.047          0.032
         18.073          0.091          4.788          0.048          0.032
         18.079          0.091          4.778          0.048          0.032
         18.084          0.090          4.768          0.048          0.032
         18.090          0.090          4.757          0.049          0.032
         18.096          0.089          4.747          0.049          0.032
         18.102          0.089          4.737          0.049          0.032
         18.108          0.089          4.727          0.050          0.032
         18.113          0.088          4.716          0.050          0.032
         18.119          0.088          4.706          0.050          0.032
         18.125          0.087          4.696          0.051          0.032
         18.131          0.087          4.686          0.051          0.032
         18.137          0.087          4.676          0.051          0.032
         18.142          0.086          4.666          0.052          0.032
         18.148          0.086          4.656          0.052          0.032
         18.154          0.085          4.646          0.052          0.032
         18.160          0.085          4.636          0.053          0.032
         18.166          0.085          4.626          0.053          0.032
         18.171          0.084          4.616          0.053          0.032
         18.177          0.084          4.606          0.054          0.032
         18.183          0.084          4.596          0.054          0.032
         18.189          0.083          4.586          0.054          0.032
         18.195          0.083          4.576          0.055          0.032
         18.200          0.083          4.566          0.055          0.032
         18.206          0.082          4.556          0.055          0.032
         18.212          0.082          4.546          0.056          0.032
         18.218          0.082          4.536          0.056          0.032
         18.224          0.081          4.526          0.056          0.032
         18.229          0.081          4.517          0.057          0.032
         18.235          0.081          4.507          0.057          0.032
         18.241          0.080          4.497          0.057          0.032
         18.247          0.080          4.487          0.058          0.032
         18.253          0.080          4.477          0.058          0.032
         18.258          0.079          4.468          0.058          0.032
         18.264          0.079          4.458          0.059          0.032
         18.270          0.079          4.448          0.059          0.032
         18.276          0.078          4.439          0.059          0.032
         18.282          0.078          4.429          0.060          0.032
         18.287          0.078          4.419          0.060          0.032
         18.293          0.077          4.410          0.060          0.032
         18.299          0.077          4.400          0.061          0.032
         18.305          0.077          4.391          0.061          0.032
         18.311          0.076          4.381          0.061          0.032
         18.316          0.076          4.372          0.062          0.032
         18.322          0.076          4.362          0.062          0.032
         18.328          0.076          4.353          0.062          0.032
         18.334          0.075          4.343          0.063          0.032
         18.340          0.075          4.334          0.063          0.032
         18.345          0.075          4.324          0.063          0.032
         18.351          0.075          4.315          0.063          0.032
         18.357          0.074          4.306          0.064          0.032
         18.363          0.074          4.296          0.064          0.032
         18.369          0.074          4.287          0.064          0.032
         18.374          0.073          4.277          0.065          0.032
         18.380          0.073          4.268          0.065          0.032
         18.386          0.073          4.259          0.065          0.032
         18.392          0.073          4.250          0.066          0.032
         18.398          0.072          4.240          0.066          0.032
         18.403          0.072          4.231          0.066          0.032
         18.409          0.072          4.222          0.066          0.032
         18.415          0.072          4.213          0.067          0.032
         18.421          0.071          4.203          0.067          0.032
         18.427          0.071          4.194          0.067          0.032
         18.432          0.071          4.185          0.068          0.032
         18.438          0.071          4.176          0.068          0.032
         18.444          0.070          4.167          0.068          0.032
         18.450          0.070          4.158          0.069          0.032
         18.456          0.070          4.149          0.069          0.032
         18.461          0.070          4.140          0.069          0.032
         18.467          0.070          4.131          0.069          0.032
         18.473          0.069          4.122          0.070          0.032
         18.479          0.069          4.113          0.070          0.032
         18.485          0.069          4.104          0.070          0.032
         18.490          0.069          4.095          0.071          0.032
         18.496          0.068          4.086          0.071          0.032
         18.502          0.068          4.077          0.071          0.032
         18.508          0.068          4.068          0.071          0.032
         18.514          0.068          4.059          0.072          0.032
         18.519          0.068          4.050          0.072          0.032
         18.525          0.067          4.041          0.072          0.032
         18.531          0.067          4.032          0.073          0.032
         18.537          0.067          4.024          0.073          0.032
         18.543          0.067          4.015          0.073          0.032
         18.548          0.067          4.006          0.073          0.032
         18.554          0.066          3.997          0.074          0.032
         18.560          0.066          3.988          0.074          0.032
         18.566          0.066          3.980          0.074          0.032
         18.572          0.066          3.971          0.075          0.032
         18.577          0.066          3.962          0.075          0.032
         18.583          0.065          3.954          0.075          0.032
         18.589          0.065          3.945          0.075          0.032
         18.595          0.065          3.936          0.076          0.032
         18.601          0.065          3.928          0.076          0.032
         18.606          0.065          3.919          0.076          0.032
         18.612          0.065          3.911          0.077          0.032
         18.618          0.064          3.902          0.077          0.032
         18.624          0.064          3.893          0.077          0.032
         18.630          0.064          3.885          0.077          0.032
         18.635          0.064          3.876          0.078          0.032
         18.641          0.064          3.868          0.078          0.032
         18.647          0.064          3.859          0.078          0.032
         18.653          0.063          3.851          0.078          0.032
         18.659          0.063          3.842          0.079          0.032
         18.664          0.063          3.834          0.079          0.032
         18.670          0.063          3.826          0.079          0.032
         18.676          0.063          3.817          0.079          0.032
         18.682          0.063          3.809          0.080          0.032
         18.688          0.062          3.800          0.080          0.032
         18.693          0.062          3.792          0.080          0.032
         18.699          0.062          3.784          0.081          0.032
         18.705          0.062          3.775          0.081          0.032
         18.711          0.062          3.767          0.081          0.032
         18.717          0.062          3.759          0.081          0.032
         18.722          0.062          3.751          0.082          0.032
         18.728          0.061          3.742          0.082          0.032
         18.734          0.061          3.734          0.082          0.032
         18.740          0.061          3.726          0.082          0.032
         18.746          0.061          3.718          0.083          0.032
         18.751          0.061          3.710          0.083          0.032
         18.757          0.061          3.701          0.083          0.032
         18.763          0.061          3.693          0.083          0.032
         18.769          0.060          3.685          0.084          0.032
         18.775          0.060          3.677          0.084          0.032
         18.780          0.060          3.669          0.084          0.032
         18.786          0.060          3.661          0.084          0.032
         18.792          0.060          3.653          0.085          0.032
         18.798          0.060          3.645          0.085          0.032
         18.804          0.060          3.637          0.085          0.032
         18.809          0.060          3.629          0.085          0.032
         18.815          0.059          3.621          0.086          0.032
         18.821          0.059          3.613          0.086          0.032
         18.827          0.059          3.605          0.086          0.032
         18.833          0.059          3.597          0.086          0.032
         18.838          0.059          3.589          0.087          0.032
         18.844          0.059          3.581          0.087          0.032
         18.850          0.059          3.573          0.087          0.032
         18.856          0.059          3.565          0.087          0.032
         18.862          0.059          3.558          0.088          0.032
         18.867          0.058          3.550          0.088          0.032
         18.873          0.058          3.542          0.088          0.032
         18.879          0.058          3.534          0.088          0.032
         18.885          0.058          3.526          0.089          0.032
         18.891          0.058          3.518          0.089          0.032
         18.896          0.058          3.511          0.089          0.032
         18.902          0.058          3.503          0.089          0.032
         18.908          0.058          3.495          0.090          0.032
         18.914          0.058          3.488          0.090          0.032
         18.920          0.057          3.480          0.090          0.032
         18.925          0.057          3.472          0.090          0.032
         18.931          0.057          3.465          0.090          0.032
         18.937          0.057          3.457          0.091          0.032
         18.943          0.057          3.449          0.091          0.032
         18.949          0.057          3.442          0.091          0.032
         18.954          0.057          3.434          0.091          0.032
         18.960          0.057          3.426          0.092          0.032
         18.966          0.057          3.419          0.092          0.032
         18.972          0.057          3.411          0.092          0.032
         18.978          0.057          3.404          0.092          0.032
         18.983          0.056          3.396          0.093          0.032
         18.989          0.056          3.389          0.093          0.032
         18.995          0.056          3.381          0.093          0.032
         19.001          0.056          3.374          0.093          0.032
         19.007          0.056          3.366          0.093          0.032
         19.012          0.056          3.359          0.094          0.032
         19.018          0.056          3.352          0.094          0.032
         19.024          0.056          3.344          0.094          0.032
         19.030          0.056          3.337          0.094          0.032
         19.036          0.056          3.329          0.095          0.032
         19.041          0.056          3.322          0.095          0.032
         19.047          0.056          3.315          0.095          0.032
         19.053          0.056          3.307          0.095          0.032
         19.059          0.055          3.300          0.096          0.032
         19.065          0.055          3.293          0.096          0.032
         19.070          0.055          3.285          0.096          0.032
         19.076          0.055          3.278          0.096          0.032
         19.082          0.055          3.271          0.096          0.032
         19.088          0.055          3.264          0.097          0.032
         19.094          0.055          3.256          0.097          0.032
         19.099          0.055          3.249          0.097          0.032
         19.105          0.055          3.242          0.097          0.032
         19.111          0.055          3.235          0.097          0.032
         19.117          0.055          3.228          0.098          0.032
         19.123          0.055          3.221          0.098          0.032
         19.128          0.055          3.213          0.098          0.032
         19.134          0.055          3.206          0.098          0.032
         19.140          0.055          3.199          0.099          0.032
         19.146          0.054          3.192          0.099          0.032
         19.152          0.054          3.185          0.099          0.032
         19.157          0.054          3.178          0.099          0.032
         19.163          0.054          3.171          0.099          0.032
         19.169          0.054          3.164          0.100          0.032
         19.175          0.054          3.157          0.100          0.032
         19.181          0.054          3.150          0.100          0.032
         19.186          0.054          3.143          0.100          0.032
         19.192          0.054          3.136          0.100          0.032
         19.198          0.054          3.129          0.101          0.032
         19.204          0.054          3.122          0.101          0.032
         19.210          0.054          3.115          0.101          0.032
         19.215          0.054          3.108          0.101          0.032
         19.221          0.054          3.101          0.101          0.032
         19.227          0.054          3.095          0.102          0.032
         19.233          0.054          3.088          0.102          0.032
         19.239          0.054          3.081          0.102          0.032
         19.244          0.054          3.074          0.102          0.032
         19.250          0.054          3.067          0.103          0.032
         19.256          0.054          3.060          0.103          0.032
         19.262          0.054          3.054          0.103          0.032
         19.268          0.054          3.047          0.103          0.032
         19.273          0.053          3.040          0.103          0.032
         19.279          0.053          3.033          0.104          0.032
         19.285          0.053          3.027          0.104          0.032
         19.291          0.053          3.020          0.104          0.032
         19.297          0.053          3.013          0.104          0.032
         19.302          0.053          3.007          0.104          0.032
         19.308          0.053          3.000          0.105          0.032
         19.314          0.053          2.993          0.105          0.032
         19.320          0.053          2.987          0.105          0.032
         19.326          0.053          2.980          0.105          0.032
         19.331          0.053          2.973          0.105          0.032
         19.337          0.053          2.967          0.106          0.032
         19.343          0.053          2.960          0.106          0.032
         19.349          0.053          2.954          0.106          0.032
         19.355          0.053          2.947          0.106          0.032
         19.360          0.053          2.940          0.106          0.032
         19.366          0.053          2.934          0.106          0.032
         19.372          0.053          2.927          0.107          0.032
         19.378          0.053          2.921          0.107          0.032
         19.384          0.053          2.914          0.107          0.032
         19.389          0.053          2.908          0.107          0.032
         19.395          0.053          2.901          0.107          0.032
         19.401          0.053          2.895          0.108          0.032
         19.407          0.053          2.889          0.108          0.032
         19.413          0.053          2.882          0.108          0.032
         19.418          0.053          2.876          0.108          0.032
         19.424          0.053          2.869          0.108          0.032
         19.430          0.053          2.863          0.109          0.032
         19.436          0.053          2.857          0.109          0.032
         19.442          0.053          2.850          0.109          0.032
         19.447          0.053          2.844          0.109          0.032
         19.453          0.053          2.838          0.109          0.032
         19.459          0.053          2.831          0.110          0.032
         19.465          0.053          2.825          0.110          0.032
         19.471          0.053          2.819          0.110          0.032
         19.476          0.053          2.812          0.110          0.032
         19.482          0.053          2.806          0.110          0.032
         19.488          0.053          2.800          0.110          0.032
         19.494          0.053          2.794          0.111          0.032
         19.500          0.053          2.788          0.111          0.032
         19.505          0.053          2.781          0.111          0.032
         19.511          0.053          2.775          0.111          0.032
         19.517          0.053          2.769          0.111          0.032
         19.523          0.053          2.763          0.112          0.032
         19.529          0.053          2.757          0.112          0.032
         19.534          0.053          2.751          0.112          0.032
         19.540          0.053          2.744          0.112          0.032
         19.546          0.053          2.738          0.112          0.032
         19.552          0.053          2.732          0.112          0.032
         19.558          0.053          2.726          0.113          0.032
         19.563          0.053          2.720          0.113          0.032
         19.569          0.053          2.714          0.113          0.032
         19.575          0.053          2.708          0.113          0.032
         19.581          0.053          2.702          0.113          0.032
         19.587          0.053          2.696          0.113          0.032
         19.592          0.053          2.690          0.114          0.032
         19.598          0.053          2.684          0.114          0.032
         19.604          0.053          2.678          0.114          0.032
         19.610          0.053          2.672          0.114          0.032
         19.616          0.053          2.666          0.114          0.032
         19.621          0.053          2.660          0.115          0.032
         19.627          0.053          2.654          0.115          0.031
         19.633          0.053          2.648          0.115          0.031
         19.639          0.053          2.642          0.115          0.031
         19.645          0.053          2.636          0.115          0.031
         19.650          0.053          2.631          0.115          0.031
         19.656          0.053          2.625          0.116          0.031
         19.662          0.053          2.619          0.116          0.031
         19.668          0.053          2.613          0.116          0.031
         19.674          0.053          2.607          0.116          0.031
         19.679          0.053          2.601          0.116          0.031
         19.685          0.053          2.596          0.116          0.031
         19.691          0.053          2.590          0.117          0.031
         19.697          0.053          2.584          0.117          0.031
         19.703          0.053          2.578          0.117          0.031
         19.708          0.053          2.573          0.117          0.031
         19.714          0.053          2.567          0.117          0.031
         19.720          0.053          2.561          0.117          0.031
         19.726          0.053          2.555          0.118          0.031
         19.732          0.053          2.550          0.118          0.031
         19.737          0.053          2.544          0.118          0.031
         19.743          0.053          2.538          0.118          0.031
         19.749          0.053          2.533          0.118          0.031
         19.755          0.053          2.527          0.118          0.031
         19.761          0.053          2.521          0.119          0.031
         19.766          0.053          2.516          0.119          0.031
         19.772          0.053          2.510          0.119          0.031
         19.778          0.053          2.504          0.119          0.031
         19.784          0.053          2.499          0.119          0.031
         19.790          0.053          2.493          0.119          0.031
         19.795          0.053          2.488          0.120          0.031
         19.801          0.053          2.482          0.120          0.031
         19.807          0.053          2.477          0.120          0.031
         19.813          0.053          2.471          0.120          0.031
         19.819          0.054          2.466          0.120          0.031
         19.824          0.054          2.460          0.120          0.031
         19.830          0.054          2.455          0.120          0.031
         19.836          0.054          2.449          0.121          0.031
         19.842          0.054          2.444          0.121          0.031
         19.848          0.054          2.438          0.121          0.031
         19.853          0.054          2.433          0.121          0.031
         19.859          0.054          2.427          0.121          0.031
         19.865          0.054          2.422          0.121          0.031
         19.871          0.054          2.417          0.122          0.031
         19.877          0.054          2.411          0.122          0.031
         19.882          0.054          2.406          0.122          0.031
         19.888          0.054          2.400          0.122          0.031
         19.894          0.054          2.395          0.122          0.031
         19.900          0.054          2.390          0.122          0.031
         19.906          0.054          2.384          0.122          0.031
         19.911          0.054          2.379          0.123          0.031
         19.917          0.054          2.374          0.123          0.031
         19.923          0.054          2.368          0.123          0.031
         19.929          0.054          2.363          0.123          0.031
         19.935          0.054          2.358          0.123          0.031
         19.940          0.054          2.353          0.123          0.031
         19.946          0.054          2.347          0.124          0.031
         19.952          0.054          2.342          0.124          0.031
         19.958          0.055          2.337          0.124          0.031
         19.964          0.055          2.332          0.124          0.031
         19.969          0.055          2.326          0.124          0.031
         19.975          0.055          2.321          0.124          0.031
         19.981          0.055          2.316          0.124          0.031
         19.987          0.055          2.311          0.125          0.031
         19.993          0.055          2.306          0.125          0.031
         19.998          0.055          2.301          0.125          0.031
         20.004          0.055          2.295          0.125          0.031
         20.010          0.055          2.290          0.125          0.031
         20.016          0.055          2.285          0.125          0.031
         20.022          0.055          2.280          0.125          0.031
         20.027          0.055          2.275          0.126          0.031
         20.033          0.055          2.270          0.126          0.031
         20.039          0.055          2.265          0.126          0.031
         20.045          0.055          2.260          0.126          0.031
         20.051          0.055          2.255          0.126          0.031
         20.056          0.056          2.250          0.126          0.031
         20.062          0.056          2.245          0.126          0.031
         20.068          0.056          2.240          0.127          0.031
         20.074          0.056          2.235          0.127          0.031
         20.080          0.056          2.230          0.127          0.031
         20.085          0.056          2.225          0.127          0.031
         20.091          0.056          2.220          0.127          0.031
         20.097          0.056          2.215          0.127          0.031
         20.103          0.056          2.210          0.127          0.031
         20.109          0.056          2.205          0.128          0.031
         20.114          0.056          2.200          0.128          0.031
         20.120          0.056          2.195          0.128          0.031
         20.126          0.056          2.190          0.128          0.031
         20.132          0.056          2.185          0.128          0.031
         20.138          0.056          2.180          0.128          0.031
         20.143          0.057          2.175          0.128          0.031
         20.149          0.057          2.170          0.129          0.031
         20.155          0.057          2.166          0.129          0.031
         20.161          0.057          2.161          0.129          0.031
         20.167          0.057          2.156          0.129          0.031
         20.172          0.057          2.151          0.129          0.031
         20.178          0.057          2.146          0.129          0.031
         20.184          0.057          2.142          0.129          0.031
         20.190          0.057          2.137          0.130          0.031
         20.196          0.057          2.132          0.130          0.031
         20.201          0.057          2.127          0.130          0.031
         20.207          0.057          2.122          0.130          0.031
         20.213          0.058          2.118          0.130          0.031
         20.219          0.058          2.113          0.130          0.031
         20.225          0.058          2.108          0.130          0.031
         20.230          0.058          2.103          0.130          0.031
         20.236          0.058          2.099          0.131          0.031
         20.242          0.058          2.094          0.131          0.031
         20.248          0.058          2.089          0.131          0.031
         20.254          0.058          2.085          0.131          0.031
         20.259          0.058          2.080          0.131          0.031
         20.265          0.058          2.075          0.131          0.031
         20.271          0.058          2.071          0.131          0.031
         20.277          0.058          2.066          0.132          0.031
         20.283          0.059          2.061          0.132          0.031
         20.288          0.059          2.057          0.132          0.031
         20.294          0.059          2.052          0.132          0.031
         20.300          0.059          2.048          0.132          0.031
         20.306          0.059          2.043          0.132          0.031
         20.312          0.059          2.039          0.132          0.031
         20.317          0.059          2.034          0.132          0.031
         20.323          0.059          2.029          0.133          0.031
         20.329          0.059          2.025          0.133          0.031
         20.335          0.059          2.020          0.133          0.031
         20.341          0.060          2.016          0.133          0.031
         20.346          0.060          2.011          0.133          0.031
         20.352          0.060          2.007          0.133          0.031
         20.358          0.060          2.002          0.133          0.031
         20.364          0.060          1.998          0.133          0.031
         20.370          0.060          1.993          0.134          0.031
         20.375          0.060          1.989          0.134          0.031
         20.381          0.060          1.984          0.134          0.031
         20.387          0.060          1.980          0.134          0.031
         20.393          0.060          1.976          0.134          0.031
         20.399          0.061          1.971          0.134          0.031
         20.404          0.061          1.967          0.134          0.031
         20.410          0.061          1.962          0.134          0.031
         20.416          0.061          1.958          0.135          0.031
         20.422          0.061          1.954          0.135          0.031
         20.428          0.061          1.949          0.135          0.031
         20.433          0.061          1.945          0.135          0.031
         20.439          0.061          1.940          0.135          0.031
         20.445          0.061          1.936          0.135          0.031
         20.451          0.062          1.932          0.135          0.031
         20.457          0.062          1.927          0.135          0.031
         20.462          0.062          1.923          0.136          0.031
         20.468          0.062          1.919          0.136          0.031
         20.474          0.062          1.915          0.136          0.031
         20.480          0.062          1.910          0.136          0.031
         20.486          0.062          1.906          0.136          0.031
         20.491          0.062          1.902          0.136          0.031
         20.497          0.063          1.897          0.136          0.031
         20.503          0.063          1.893          0.136          0.031
         20.509          0.063          1.889          0.136          0.031
         20.515          0.063          1.885          0.137          0.031
         20.520          0.063          1.880          0.137          0.031
         20.526          0.063          1.876          0.137          0.031
         20.532          0.063          1.872          0.137          0.031
         20.538          0.063          1.868          0.137          0.031
         20.544          0.064          1.864          0.137          0.031
         20.549          0.064          1.860          0.137          0.031
         20.555          0.064          1.855          0.137          0.031
         20.561          0.064          1.851          0.138          0.031
         20.567          0.064          1.847          0.138          0.031
         20.573          0.064          1.843          0.138          0.031
         20.578          0.064          1.839          0.138          0.031
         20.584          0.065          1.835          0.138          0.031
         20.590          0.065          1.831          0.138          0.031
         20.596          0.065          1.826          0.138          0.031
         20.602          0.065          1.822          0.138          0.030
         20.607          0.065          1.818          0.138          0.030
         20.613          0.065          1.814          0.139          0.030
         20.619          0.065          1.810          0.139          0.030
         20.625          0.065          1.806          0.139          0.030
         20.631          0.066          1.802          0.139          0.030
         20.636          0.066          1.798          0.139          0.030
         20.642          0.066          1.794          0.139          0.030
         20.648          0.066          1.790          0.139          0.030
         20.654          0.066          1.786          0.139          0.030
         20.660          0.066          1.782          0.139          0.030
         20.665          0.067          1.778          0.140          0.030
         20.671          0.067          1.774          0.140          0.030
         20.677          0.067          1.770          0.140          0.030
         20.683          0.067          1.766          0.140          0.030
         20.689          0.067          1.762          0.140          0.030
         20.694          0.067          1.758          0.140          0.030
         20.700          0.067          1.754          0.140          0.030
         20.706          0.068          1.750          0.140          0.030
         20.712          0.068          1.746          0.140          0.030
         20.718          0.068          1.742          0.141          0.030
         20.723          0.068          1.739          0.141          0.030
         20.729          0.068          1.735          0.141          0.030
         20.735          0.068          1.731          0.141          0.030
         20.741          0.069          1.727          0.141          0.030
         20.747          0.069          1.723          0.141          0.030
         20.752          0.069          1.719          0.141          0.030
         20.758          0.069          1.715          0.141          0.030
         20.764          0.069          1.711          0.141          0.030
         20.770          0.069          1.708          0.141          0.030
         20.776          0.070          1.704          0.142          0.030
         20.781          0.070          1.700          0.142          0.030
         20.787          0.070          1.696          0.142          0.030
         20.793          0.070          1.692          0.142          0.030
         20.799          0.070          1.689          0.142          0.030
         20.805          0.070          1.685          0.142          0.030
         20.810          0.071          1.681          0.142          0.030
         20.816          0.071          1.677          0.142          0.030
         20.822          0.071          1.673          0.142          0.030
         20.828          0.071          1.670          0.143          0.030
         20.834          0.071          1.666          0.143          0.030
         20.839          0.071          1.662          0.143          0.030
         20.845          0.072          1.659          0.143          0.030
         20.851          0.072          1.655          0.143          0.030
         20.857          0.072          1.651          0.143          0.030
         20.863          0.072          1.647          0.143          0.030
         20.868          0.072          1.644          0.143          0.030
         20.874          0.073          1.640          0.143          0.030
         20.880          0.073          1.636          0.143          0.030
         20.886          0.073          1.633          0.144          0.030
         20.892          0.073          1.629          0.144          0.030
         20.897          0.073          1.625          0.144          0.030
         20.903          0.073          1.622          0.144          0.030
         20.909          0.074          1.618          0.144          0.030
         20.915          0.074          1.615          0.144          0.030
         20.921          0.074          1.611          0.144          0.030
         20.926          0.074          1.607          0.144          0.030
         20.932          0.074          1.604          0.144          0.030
         20.938          0.075          1.600          0.144          0.030
         20.944          0.075          1.597          0.145          0.030
         20.950          0.075          1.593          0.145          0.030
         20.955          0.075          1.589          0.145          0.030
         20.961          0.075          1.586          0.145          0.030
         20.967          0.076          1.582          0.145          0.030
         20.973          0.076          1.579          0.145          0.030
         20.979          0.076          1.575          0.145          0.030
         20.984          0.076          1.572          0.145          0.030
         20.990          0.076          1.568          0.145          0.030
         20.996          0.077          1.565          0.145          0.030
         21.002          0.077          1.561          0.146          0.030
         21.008          0.077          1.558          0.146          0.030
         21.013          0.077          1.554          0.146          0.030
         21.019          0.078          1.551          0.146          0.030
         21.025          0.078          1.547          0.146          0.030
         21.031          0.078          1.544          0.146          0.030
         21.037          0.078          1.540          0.146          0.030
         21.042          0.078          1.537          0.146          0.030
         21.048          0.079          1.533          0.146          0.030
         21.054          0.079          1.530          0.146          0.030
         21.060          0.079          1.527          0.146          0.030
         21.066          0.079          1.523          0.147          0.030
         21.071          0.079          1.520          0.147          0.030
         21.077          0.080          1.516          0.147          0.030
         21.083          0.080          1.513          0.147          0.030
         21.089          0.080          1.509          0.147          0.030
         21.095          0.080          1.506          0.147          0.030
         21.100          0.081          1.503          0.147          0.030
         21.106          0.081          1.499          0.147          0.030
         21.112          0.081          1.496          0.147          0.030
         21.118          0.081          1.493          0.147          0.030
         21.124          0.082          1.489          0.147          0.030
         21.129          0.082          1.486          0.148          0.030
         21.135          0.082          1.483          0.148          0.030
         21.141          0.082          1.479          0.148          0.030
         21.147          0.083          1.476          0.148          0.030
         21.153          0.083          1.473          0.148          0.030
