     0.12909944    -0.04458420     0.21778522     0.02412152    -0.00954456    -0.08659169     0.27313323     0.00773473     0.03290174     0.03917599     0.03481019    -0.21737869    -0.01156911     0.09506002     0.03374311     0.23739801    -0.14979243    -0.10929358     0.05493092     0.18627614    -0.06652622    -0.25465834    -0.06031412    -0.03457543     0.06157170    -0.04621623     0.14288847    -0.12912336    -0.08940398     0.19003780    -0.17804364     0.02030371    -0.13374686    -0.18700061    -0.11385019     0.04548523    -0.05461249    -0.09005220    -0.12988330     0.18908504     0.14006637    -0.10747900    -0.11014433     0.16222358     0.11962089     0.07728036     0.20028423    -0.01887847     0.15027226     0.13568518     0.15319909     0.15214911    -0.04045843    -0.03133389     0.22446842    -0.02041251     0.12199227     0.02137506     0.10305074     0.19729078 
     0.12909944     0.03653453     0.21432242     0.05226020    -0.16683251    -0.07379632     0.20326233     0.02780267     0.08925124     0.05479942    -0.08471635    -0.19954990     0.19934907    -0.07739780    -0.05897373     0.13212984    -0.02356343    -0.24225007     0.01865098    -0.07711884    -0.19596089    -0.04013772    -0.05584228    -0.13820736    -0.14910787    -0.05737282     0.20625519     0.04430124    -0.10988523    -0.15317679    -0.18833449     0.04010982     0.11367200    -0.13164438     0.00838136    -0.18055334    -0.05478148     0.20492174     0.18056974    -0.01892422    -0.07332016     0.17033708     0.14466904     0.00749311    -0.10872837     0.08428842    -0.20252823     0.15274222     0.00768548    -0.09373404    -0.15660185    -0.09268470    -0.15737218     0.11615955    -0.21878450     0.07220735     0.00964704    -0.10987851    -0.16156376    -0.10873759 
     0.12909944    -0.06426229     0.20225528    -0.07044971     0.14385234    -0.14614541     0.16511951    -0.08104177     0.08630837     0.03512984     0.22034328     0.01465380    -0.01342788     0.06909228     0.09088153     0.23119940     0.14258844     0.03241228    -0.04153389     0.14613592     0.07592748    -0.29804296     0.06774523    -0.01890179     0.07743336    -0.11379736    -0.06292003    -0.24853801     0.03029274     0.06112095     0.15840585    -0.11316339     0.11000744     0.18700061     0.11385019    -0.04548523    -0.07482642    -0.08422566    -0.15197192    -0.21382411     0.04271021    -0.18210000     0.07617714    -0.10505537    -0.18528688    -0.19246933    -0.00620088    -0.10895367    -0.00695045    -0.09698220    -0.18034512     0.01752848     0.15629942    -0.02549415    -0.23663141     0.02261934    -0.09752259    -0.02137506    -0.10305074    -0.19729078 
     0.12909944     0.10921534     0.19484986    -0.01027333    -0.21115117    -0.07222857     0.05327495    -0.12725890     0.12040973     0.08884764    -0.19062281     0.07595421     0.21299876    -0.03146178    -0.09247944     0.10842466    -0.09633610     0.03684660    -0.06396883    -0.28742864    -0.19113714    -0.01091887     0.00653940    -0.01173215    -0.12578319     0.20419586     0.11289144     0.11715926    -0.01651311    -0.12204070     0.16619188    -0.12814866    -0.07718924     0.13164438    -0.00838136     0.18055334     0.05301277     0.05095215    -0.05639261    -0.26337763     0.07334137    -0.13216235     0.12198004    -0.13286829     0.13974057    -0.24648366    -0.02138825    -0.03499777    -0.03700553     0.16742605     0.01177911    -0.03689909     0.19270416    -0.13887386     0.21515326    -0.01657785    -0.02854763     0.10987851     0.16156376     0.10873759 
     0.12909944     0.17259619     0.14159044     0.01275551    -0.20879338     0.07160212    -0.05872838    -0.12029939     0.12919299     0.01973721    -0.14773356     0.16668905    -0.04499491    -0.08082967    -0.23687327     0.04471847    -0.06726059     0.09405655    -0.30342414    -0.02967516    -0.10305555    -0.01587257    -0.02351149     0.11488287     0.13805545     0.15037091     0.09793030    -0.11611200     0.11407164     0.15696255     0.19064903     0.02981523     0.11297788     0.18681598    -0.10952220    -0.05571965    -0.12443374    -0.22695270    -0.00447535     0.12058801    -0.04219658     0.06093860    -0.21493865    -0.00937349    -0.08663364     0.11512945     0.22824716     0.10226248    -0.00433301    -0.11239498     0.17196876    -0.04009380    -0.15117297     0.24050998    -0.08981575     0.02710947    -0.00445244    -0.03641057    -0.22049143    -0.00760257 
     0.12909944     0.03607988     0.17816573     0.13021219    -0.16348211    -0.01111611     0.14165936     0.18354747     0.05221412    -0.02827502     0.00160775    -0.22180608     0.10986445    -0.18445900    -0.03335428    -0.13949495     0.22256510    -0.16980308     0.02768889     0.02403367     0.06170247     0.22543949    -0.00206757    -0.09189977    -0.08489637    -0.19343799    -0.12830719     0.03934376     0.03800428    -0.16266557     0.03794818     0.10228716     0.19518522     0.10563991     0.11903016    -0.15707333     0.07296770    -0.22786700    -0.04896595     0.09894659    -0.11788802    -0.00535162    -0.21991076    -0.04013251    -0.08343526     0.03282178     0.14880159    -0.19326586    -0.12570210    -0.11564314     0.14822549     0.07011939     0.16249863    -0.12734108     0.12080638    -0.14797259    -0.11815604     0.15641210     0.15836492    -0.02134966 
     0.12909944     0.10824305     0.11752646     0.15643201    -0.11957180     0.06447564    -0.03946116     0.20596953     0.14456203    -0.19678581     0.10618390    -0.00056884     0.06586752    -0.22069468    -0.03091177    -0.11254537     0.20466235    -0.16345881     0.05530525    -0.02941309     0.18385639     0.03010462     0.13140669     0.10046501     0.12409812    -0.21659849    -0.11974215     0.05897034    -0.00357397     0.13634505    -0.00501319    -0.17519193    -0.13886201    -0.10563991    -0.11903016     0.15707333     0.13488996     0.02391075    -0.20850685    -0.14199407     0.03047762    -0.16374253     0.05644655    -0.14142903     0.27165130     0.04013404    -0.00701779     0.08732387    -0.01592023     0.17067421     0.03552239    -0.14711227    -0.12096744     0.15711394    -0.08374892     0.16811553     0.08188507    -0.15641210    -0.15836492     0.02134966 
     0.12909944     0.17207855     0.10042372     0.10150886    -0.12056441     0.14562611    -0.08986152     0.05718423     0.19038241    -0.18282180     0.06274905     0.11242218    -0.03073597    -0.05798156    -0.24948076    -0.01092951    -0.09414422    -0.01176668    -0.24491823     0.04228986     0.22579218    -0.06431374     0.11231125     0.08432396     0.06619915     0.11284253    -0.16902758    -0.14366260    -0.02210361     0.14457545    -0.20683872    -0.07940538    -0.03020811    -0.18681598     0.10952220     0.05571965    -0.17030572     0.17879464     0.07294611     0.12410076    -0.04049248     0.20504713     0.08410765     0.02969140    -0.13259460    -0.02589003    -0.14611448    -0.11406494     0.17527539    -0.09698220    -0.18034512     0.01752848     0.15629942    -0.24241365     0.06417145    -0.03119665    -0.05301964     0.03641057     0.22049143     0.00760257 
     0.12909944    -0.18973289     0.11586874    -0.02399725     0.20120683     0.16448735     0.09893273    -0.07538073    -0.01797552    -0.16524581    -0.07171543     0.13247913    -0.18890341    -0.14532268     0.03477433     0.09302814     0.09497046    -0.01280840    -0.03813254    -0.29003546     0.12649381     0.02509397    -0.19606840     0.01276847     0.00237812     0.04157753     0.00321634     0.06470681     0.15905075    -0.22827656    -0.20914594    -0.07496482     0.02526361    -0.01011746    -0.17470551    -0.13919634    -0.04234871     0.10830943    -0.04793000     0.21957636     0.13891696    -0.04190580    -0.14239798     0.16723254     0.10467275    -0.15163919     0.11489447     0.18670958     0.03634963     0.16742605     0.01177911    -0.03689909     0.19270416    -0.12447517    -0.11684876     0.09283460    -0.17000206     0.10679101    -0.12581537    -0.15088464 
     0.12909944    -0.17244964     0.12950867     0.05906458     0.10190838     0.15016906     0.16452173    -0.03301794    -0.14912976    -0.16358639    -0.14780711     0.03731689    -0.21330986     0.13965832    -0.03908906     0.01153990    -0.16049120    -0.02606801     0.06915025    -0.19958267     0.04622643     0.10270809     0.06572903     0.21126657     0.13156113    -0.02006787    -0.01108469     0.28498369    -0.03250158     0.02314493    -0.01761127    -0.15094525     0.16402858    -0.01607165     0.07874465    -0.20866476    -0.03175814     0.02642623    -0.14503001    -0.20339723    -0.13864439    -0.13287937     0.08475429    -0.15861836    -0.25425416     0.12753108     0.01755590    -0.03233931     0.03270991    -0.12872307    -0.03892514     0.20657668    -0.07686318     0.00506173     0.08873954    -0.00933839     0.24223776    -0.07529293     0.00517583     0.21048560 
