                    +-------------------------------------+
                    |        Program final_project        |
                    | Author: Jose Antonio Quinonero Gris |
                    +-------------------------------------+

                                 +-----------+
+--------------------------------|   INPUT   |--------------------------------+
                                 +-----------+
Model: Logistic                                                                        
Method: ModEuler                                                                        
ME convergence threshold: 0.10E-04

Initial time, t_0 (arbitrary units):       0.00
Time of simulation (arbitrary units):     160.00
Time step (arbitrary units):       0.01
Number of points: 27587

Constants:
alpha =   0.400000
alphaprime =   0.004000
beta =   0.100000
kappa =   1.100000
kappaprime =   0.011000
lambda =   0.400000

                                 +------------+
+--------------------------------|   OUTPUT   |-------------------------------+
                                 +------------+
Results:
Number of iterations: 27587
Total time of simulation:          160.00

-------------------------------------------------------------------------------
                                 ModEuler                     Error vs RK4
                        -----------------------        -----------------------
           t            Prey           Predator        Prey           Predator
-------------------------------------------------------------------------------
          0.000         10.000         10.000          0.000          0.000
          0.006          9.827         10.037          0.000          0.000
          0.012          9.655         10.073          0.000          0.000
          0.017          9.487         10.107          0.000          0.000
          0.023          9.320         10.142          0.000          0.000
          0.029          9.156         10.175          0.000          0.000
          0.035          8.994         10.207          0.000          0.000
          0.041          8.834         10.239          0.000          0.000
          0.046          8.677         10.270          0.000          0.000
          0.052          8.522         10.299          0.000          0.000
          0.058          8.369         10.328          0.000          0.000
          0.064          8.219         10.357          0.000          0.000
          0.070          8.071         10.384          0.000          0.000
          0.075          7.925         10.411          0.000          0.000
          0.081          7.781         10.437          0.000          0.000
          0.087          7.639         10.462          0.000          0.000
          0.093          7.500         10.486          0.000          0.000
          0.099          7.363         10.509          0.000          0.000
          0.104          7.228         10.532          0.000          0.000
          0.110          7.095         10.554          0.000          0.000
          0.116          6.965         10.575          0.000          0.000
          0.122          6.836         10.595          0.000          0.000
          0.128          6.710         10.615          0.000          0.000
          0.133          6.586         10.634          0.000          0.000
          0.139          6.463         10.652          0.000          0.000
          0.145          6.343         10.670          0.000          0.000
          0.151          6.225         10.687          0.000          0.000
          0.157          6.109         10.703          0.000          0.000
          0.162          5.995         10.718          0.000          0.000
          0.168          5.883         10.733          0.000          0.000
          0.174          5.773         10.747          0.000          0.000
          0.180          5.664         10.760          0.000          0.000
          0.186          5.558         10.773          0.000          0.000
          0.191          5.453         10.785          0.000          0.000
          0.197          5.351         10.797          0.000          0.000
          0.203          5.250         10.807          0.000          0.000
          0.209          5.151         10.818          0.000          0.000
          0.215          5.054         10.827          0.000          0.000
          0.220          4.958         10.836          0.000          0.000
          0.226          4.865         10.845          0.000          0.000
          0.232          4.773         10.853          0.000          0.000
          0.238          4.682         10.860          0.000          0.000
          0.244          4.594         10.867          0.000          0.000
          0.249          4.507         10.873          0.000          0.000
          0.255          4.421         10.879          0.000          0.000
          0.261          4.337         10.884          0.000          0.000
          0.267          4.255         10.888          0.000          0.000
          0.273          4.174         10.892          0.000          0.000
          0.278          4.095         10.896          0.000          0.000
          0.284          4.017         10.899          0.000          0.000
          0.290          3.941         10.902          0.000          0.000
          0.296          3.866         10.904          0.000          0.000
          0.302          3.793         10.906          0.000          0.000
          0.307          3.721         10.907          0.000          0.000
          0.313          3.650         10.908          0.000          0.000
          0.319          3.581         10.908          0.000          0.000
          0.325          3.513         10.908          0.000          0.000
          0.331          3.446         10.907          0.000          0.000
          0.336          3.381         10.906          0.000          0.000
          0.342          3.317         10.905          0.000          0.000
          0.348          3.254         10.903          0.000          0.000
          0.354          3.193         10.901          0.000          0.000
          0.360          3.132         10.899          0.000          0.000
          0.365          3.073         10.896          0.000          0.000
          0.371          3.015         10.892          0.000          0.000
          0.377          2.958         10.889          0.000          0.000
          0.383          2.902         10.885          0.000          0.000
          0.389          2.847         10.880          0.000          0.000
          0.394          2.794         10.876          0.000          0.000
          0.400          2.741         10.871          0.000          0.000
          0.406          2.689         10.865          0.000          0.000
          0.412          2.639         10.860          0.000          0.000
          0.418          2.589         10.854          0.000          0.000
          0.423          2.540         10.847          0.000          0.000
          0.429          2.493         10.841          0.000          0.000
          0.435          2.446         10.834          0.000          0.000
          0.441          2.400         10.827          0.000          0.000
          0.447          2.355         10.819          0.000          0.000
          0.452          2.311         10.811          0.000          0.000
          0.458          2.268         10.803          0.000          0.000
          0.464          2.226         10.795          0.000          0.000
          0.470          2.185         10.787          0.000          0.000
          0.476          2.144         10.778          0.000          0.000
          0.481          2.104         10.769          0.000          0.000
          0.487          2.065         10.760          0.000          0.000
          0.493          2.027         10.750          0.000          0.000
          0.499          1.989         10.740          0.000          0.000
          0.505          1.952         10.730          0.000          0.000
          0.510          1.916         10.720          0.000          0.000
          0.516          1.881         10.710          0.000          0.000
          0.522          1.847         10.699          0.000          0.000
          0.528          1.813         10.688          0.000          0.000
          0.534          1.779         10.677          0.000          0.000
          0.539          1.747         10.666          0.000          0.000
          0.545          1.715         10.655          0.000          0.000
          0.551          1.683         10.643          0.000          0.000
          0.557          1.653         10.631          0.000          0.000
          0.563          1.623         10.619          0.000          0.000
          0.568          1.593         10.607          0.000          0.000
          0.574          1.564         10.595          0.000          0.000
          0.580          1.536         10.583          0.000          0.000
          0.586          1.508         10.570          0.000          0.000
          0.592          1.481         10.557          0.000          0.000
          0.597          1.454         10.544          0.000          0.000
          0.603          1.428         10.531          0.000          0.000
          0.609          1.402         10.518          0.000          0.000
          0.615          1.377         10.505          0.000          0.000
          0.621          1.353         10.491          0.000          0.000
          0.626          1.328         10.478          0.000          0.000
          0.632          1.305         10.464          0.000          0.000
          0.638          1.281         10.450          0.000          0.000
          0.644          1.259         10.436          0.000          0.000
          0.650          1.236         10.422          0.000          0.000
          0.655          1.214         10.408          0.000          0.000
          0.661          1.193         10.393          0.000          0.000
          0.667          1.172         10.379          0.000          0.000
          0.673          1.151         10.364          0.000          0.000
          0.679          1.131         10.349          0.000          0.000
          0.684          1.111         10.335          0.000          0.000
          0.690          1.092         10.320          0.000          0.000
          0.696          1.073         10.305          0.000          0.000
          0.702          1.054         10.290          0.000          0.000
          0.708          1.036         10.275          0.000          0.000
          0.713          1.018         10.259          0.000          0.000
          0.719          1.000         10.244          0.000          0.000
          0.725          0.983         10.229          0.000          0.000
          0.731          0.966         10.213          0.000          0.000
          0.737          0.949         10.197          0.000          0.000
          0.742          0.933         10.182          0.000          0.000
          0.748          0.917         10.166          0.000          0.000
          0.754          0.901         10.150          0.000          0.000
          0.760          0.886         10.134          0.000          0.000
          0.766          0.871         10.118          0.000          0.000
          0.771          0.856         10.102          0.000          0.000
          0.777          0.842         10.086          0.000          0.000
          0.783          0.827         10.070          0.000          0.000
          0.789          0.813         10.054          0.000          0.000
          0.795          0.800         10.038          0.000          0.000
          0.800          0.786         10.021          0.000          0.000
          0.806          0.773         10.005          0.000          0.000
          0.812          0.760          9.989          0.000          0.000
          0.818          0.747          9.972          0.000          0.000
          0.824          0.735          9.956          0.000          0.000
          0.829          0.723          9.939          0.000          0.000
          0.835          0.711          9.922          0.000          0.000
          0.841          0.699          9.906          0.000          0.000
          0.847          0.688          9.889          0.000          0.000
          0.853          0.676          9.872          0.000          0.000
          0.858          0.665          9.855          0.000          0.000
          0.864          0.654          9.839          0.000          0.000
          0.870          0.644          9.822          0.000          0.000
          0.876          0.633          9.805          0.000          0.000
          0.882          0.623          9.788          0.000          0.000
          0.887          0.613          9.771          0.000          0.000
          0.893          0.603          9.754          0.000          0.000
          0.899          0.593          9.737          0.000          0.000
          0.905          0.584          9.720          0.000          0.000
          0.911          0.574          9.703          0.000          0.000
          0.916          0.565          9.686          0.000          0.000
          0.922          0.556          9.669          0.000          0.000
          0.928          0.547          9.651          0.000          0.000
          0.934          0.538          9.634          0.000          0.000
          0.940          0.530          9.617          0.000          0.000
          0.945          0.521          9.600          0.000          0.000
          0.951          0.513          9.583          0.000          0.000
          0.957          0.505          9.565          0.000          0.000
          0.963          0.497          9.548          0.000          0.000
          0.969          0.489          9.531          0.000          0.000
          0.974          0.482          9.513          0.000          0.000
          0.980          0.474          9.496          0.000          0.000
          0.986          0.467          9.479          0.000          0.000
          0.992          0.460          9.461          0.000          0.000
          0.998          0.453          9.444          0.000          0.000
          1.003          0.446          9.427          0.000          0.000
          1.009          0.439          9.409          0.000          0.000
          1.015          0.432          9.392          0.000          0.000
          1.021          0.425          9.375          0.000          0.000
          1.027          0.419          9.357          0.000          0.000
          1.032          0.413          9.340          0.000          0.000
          1.038          0.406          9.322          0.000          0.000
          1.044          0.400          9.305          0.000          0.000
          1.050          0.394          9.287          0.000          0.000
          1.056          0.388          9.270          0.000          0.000
          1.061          0.382          9.253          0.000          0.000
          1.067          0.377          9.235          0.000          0.000
          1.073          0.371          9.218          0.000          0.000
          1.079          0.365          9.200          0.000          0.000
          1.085          0.360          9.183          0.000          0.000
          1.090          0.355          9.165          0.000          0.000
          1.096          0.349          9.148          0.000          0.000
          1.102          0.344          9.131          0.000          0.000
          1.108          0.339          9.113          0.000          0.000
          1.114          0.334          9.096          0.000          0.000
          1.119          0.329          9.078          0.000          0.000
          1.125          0.325          9.061          0.000          0.000
          1.131          0.320          9.044          0.000          0.000
          1.137          0.315          9.026          0.000          0.000
          1.143          0.311          9.009          0.000          0.000
          1.148          0.306          8.991          0.000          0.000
          1.154          0.302          8.974          0.000          0.000
          1.160          0.297          8.957          0.000          0.000
          1.166          0.293          8.939          0.000          0.000
          1.172          0.289          8.922          0.000          0.000
          1.177          0.285          8.904          0.000          0.000
          1.183          0.281          8.887          0.000          0.000
          1.189          0.277          8.870          0.000          0.000
          1.195          0.273          8.852          0.000          0.000
          1.201          0.269          8.835          0.000          0.000
          1.206          0.265          8.818          0.000          0.000
          1.212          0.262          8.801          0.000          0.000
          1.218          0.258          8.783          0.000          0.000
          1.224          0.254          8.766          0.000          0.000
          1.230          0.251          8.749          0.000          0.000
          1.235          0.247          8.732          0.000          0.000
          1.241          0.244          8.714          0.000          0.000
          1.247          0.241          8.697          0.000          0.000
          1.253          0.237          8.680          0.000          0.000
          1.259          0.234          8.663          0.000          0.000
          1.264          0.231          8.646          0.000          0.000
          1.270          0.228          8.628          0.000          0.000
          1.276          0.225          8.611          0.000          0.000
          1.282          0.222          8.594          0.000          0.000
          1.288          0.219          8.577          0.000          0.000
          1.293          0.216          8.560          0.000          0.000
          1.299          0.213          8.543          0.000          0.000
          1.305          0.210          8.526          0.000          0.000
          1.311          0.207          8.509          0.000          0.000
          1.317          0.205          8.492          0.000          0.000
          1.322          0.202          8.475          0.000          0.000
          1.328          0.199          8.458          0.000          0.000
          1.334          0.197          8.441          0.000          0.000
          1.340          0.194          8.424          0.000          0.000
          1.346          0.191          8.407          0.000          0.000
          1.351          0.189          8.390          0.000          0.000
          1.357          0.186          8.373          0.000          0.000
          1.363          0.184          8.356          0.000          0.000
          1.369          0.182          8.339          0.000          0.000
          1.375          0.179          8.322          0.000          0.000
          1.380          0.177          8.306          0.000          0.000
          1.386          0.175          8.289          0.000          0.000
          1.392          0.173          8.272          0.000          0.000
          1.398          0.170          8.255          0.000          0.000
          1.404          0.168          8.238          0.000          0.000
          1.409          0.166          8.222          0.000          0.000
          1.415          0.164          8.205          0.000          0.000
          1.421          0.162          8.188          0.000          0.000
          1.427          0.160          8.172          0.000          0.000
          1.433          0.158          8.155          0.000          0.000
          1.438          0.156          8.138          0.000          0.000
          1.444          0.154          8.122          0.000          0.000
          1.450          0.152          8.105          0.000          0.000
          1.456          0.150          8.089          0.000          0.000
          1.462          0.148          8.072          0.000          0.000
          1.467          0.147          8.056          0.000          0.000
          1.473          0.145          8.039          0.000          0.000
          1.479          0.143          8.023          0.000          0.000
          1.485          0.141          8.006          0.000          0.000
          1.491          0.140          7.990          0.000          0.000
          1.496          0.138          7.973          0.000          0.000
          1.502          0.136          7.957          0.000          0.000
          1.508          0.135          7.941          0.000          0.000
          1.514          0.133          7.924          0.000          0.000
          1.520          0.131          7.908          0.000          0.000
          1.525          0.130          7.892          0.000          0.000
          1.531          0.128          7.876          0.000          0.000
          1.537          0.127          7.859          0.000          0.000
          1.543          0.125          7.843          0.000          0.000
          1.549          0.124          7.827          0.000          0.000
          1.554          0.122          7.811          0.000          0.000
          1.560          0.121          7.795          0.000          0.000
          1.566          0.120          7.778          0.000          0.000
          1.572          0.118          7.762          0.000          0.000
          1.578          0.117          7.746          0.000          0.000
          1.583          0.115          7.730          0.000          0.000
          1.589          0.114          7.714          0.000          0.000
          1.595          0.113          7.698          0.000          0.000
          1.601          0.111          7.682          0.000          0.000
          1.607          0.110          7.666          0.000          0.000
          1.612          0.109          7.650          0.000          0.000
          1.618          0.108          7.635          0.000          0.000
          1.624          0.107          7.619          0.000          0.000
          1.630          0.105          7.603          0.000          0.000
          1.636          0.104          7.587          0.000          0.000
          1.641          0.103          7.571          0.000          0.000
          1.647          0.102          7.555          0.000          0.000
          1.653          0.101          7.540          0.000          0.000
          1.659          0.100          7.524          0.000          0.000
          1.665          0.099          7.508          0.000          0.000
          1.670          0.097          7.493          0.000          0.000
          1.676          0.096          7.477          0.000          0.000
          1.682          0.095          7.461          0.000          0.000
          1.688          0.094          7.446          0.000          0.000
          1.694          0.093          7.430          0.000          0.000
          1.699          0.092          7.415          0.000          0.000
          1.705          0.091          7.399          0.000          0.000
          1.711          0.090          7.384          0.000          0.000
          1.717          0.089          7.368          0.000          0.000
          1.723          0.088          7.353          0.000          0.000
          1.728          0.087          7.337          0.000          0.000
          1.734          0.087          7.322          0.000          0.000
          1.740          0.086          7.307          0.000          0.000
          1.746          0.085          7.291          0.000          0.000
          1.752          0.084          7.276          0.000          0.000
          1.757          0.083          7.261          0.000          0.000
          1.763          0.082          7.245          0.000          0.000
          1.769          0.081          7.230          0.000          0.000
          1.775          0.080          7.215          0.000          0.000
          1.781          0.080          7.200          0.000          0.000
          1.786          0.079          7.185          0.000          0.000
          1.792          0.078          7.169          0.000          0.000
          1.798          0.077          7.154          0.000          0.000
          1.804          0.076          7.139          0.000          0.000
          1.810          0.076          7.124          0.000          0.000
          1.815          0.075          7.109          0.000          0.000
          1.821          0.074          7.094          0.000          0.000
          1.827          0.073          7.079          0.000          0.000
          1.833          0.073          7.064          0.000          0.000
          1.839          0.072          7.049          0.000          0.000
          1.844          0.071          7.034          0.000          0.000
          1.850          0.070          7.020          0.000          0.000
          1.856          0.070          7.005          0.000          0.000
          1.862          0.069          6.990          0.000          0.000
          1.868          0.068          6.975          0.000          0.000
          1.873          0.068          6.960          0.000          0.000
          1.879          0.067          6.946          0.000          0.000
          1.885          0.066          6.931          0.000          0.000
          1.891          0.066          6.916          0.000          0.000
          1.897          0.065          6.902          0.000          0.000
          1.902          0.065          6.887          0.000          0.000
          1.908          0.064          6.872          0.000          0.000
          1.914          0.063          6.858          0.000          0.000
          1.920          0.063          6.843          0.000          0.000
          1.926          0.062          6.829          0.000          0.000
          1.931          0.062          6.814          0.000          0.000
          1.937          0.061          6.800          0.000          0.000
          1.943          0.060          6.785          0.000          0.000
          1.949          0.060          6.771          0.000          0.000
          1.955          0.059          6.756          0.000          0.000
          1.960          0.059          6.742          0.000          0.000
          1.966          0.058          6.728          0.000          0.000
          1.972          0.058          6.713          0.000          0.000
          1.978          0.057          6.699          0.000          0.000
          1.984          0.057          6.685          0.000          0.000
          1.989          0.056          6.671          0.000          0.000
          1.995          0.056          6.656          0.000          0.000
          2.001          0.055          6.642          0.000          0.000
          2.007          0.055          6.628          0.000          0.000
          2.013          0.054          6.614          0.000          0.000
          2.018          0.054          6.600          0.000          0.000
          2.024          0.053          6.586          0.000          0.000
          2.030          0.053          6.572          0.000          0.000
          2.036          0.052          6.558          0.000          0.000
          2.042          0.052          6.544          0.000          0.000
          2.047          0.051          6.530          0.000          0.000
          2.053          0.051          6.516          0.000          0.000
          2.059          0.050          6.502          0.000          0.000
          2.065          0.050          6.488          0.000          0.000
          2.071          0.050          6.474          0.000          0.000
          2.076          0.049          6.460          0.000          0.000
          2.082          0.049          6.446          0.000          0.000
          2.088          0.048          6.433          0.000          0.000
          2.094          0.048          6.419          0.000          0.000
          2.100          0.047          6.405          0.000          0.000
          2.105          0.047          6.391          0.000          0.000
          2.111          0.047          6.378          0.000          0.000
          2.117          0.046          6.364          0.000          0.000
          2.123          0.046          6.350          0.000          0.000
          2.129          0.046          6.337          0.000          0.000
          2.134          0.045          6.323          0.000          0.000
          2.140          0.045          6.310          0.000          0.000
          2.146          0.044          6.296          0.000          0.000
          2.152          0.044          6.282          0.000          0.000
          2.158          0.044          6.269          0.000          0.000
          2.163          0.043          6.256          0.000          0.000
          2.169          0.043          6.242          0.000          0.000
          2.175          0.043          6.229          0.000          0.000
          2.181          0.042          6.215          0.000          0.000
          2.187          0.042          6.202          0.000          0.000
          2.192          0.042          6.189          0.000          0.000
          2.198          0.041          6.175          0.000          0.000
          2.204          0.041          6.162          0.000          0.000
          2.210          0.041          6.149          0.000          0.000
          2.216          0.040          6.136          0.000          0.000
          2.221          0.040          6.122          0.000          0.000
          2.227          0.040          6.109          0.000          0.000
          2.233          0.039          6.096          0.000          0.000
          2.239          0.039          6.083          0.000          0.000
          2.245          0.039          6.070          0.000          0.000
          2.250          0.038          6.057          0.000          0.000
          2.256          0.038          6.044          0.000          0.000
          2.262          0.038          6.031          0.000          0.000
          2.268          0.038          6.018          0.000          0.000
          2.274          0.037          6.005          0.000          0.000
          2.279          0.037          5.992          0.000          0.000
          2.285          0.037          5.979          0.000          0.000
          2.291          0.036          5.966          0.000          0.000
          2.297          0.036          5.953          0.000          0.000
          2.303          0.036          5.940          0.000          0.000
          2.308          0.036          5.927          0.000          0.000
          2.314          0.035          5.915          0.000          0.000
          2.320          0.035          5.902          0.000          0.000
          2.326          0.035          5.889          0.000          0.000
          2.332          0.035          5.876          0.000          0.000
          2.337          0.034          5.864          0.000          0.000
          2.343          0.034          5.851          0.000          0.000
          2.349          0.034          5.838          0.000          0.000
          2.355          0.034          5.826          0.000          0.000
          2.361          0.033          5.813          0.000          0.000
          2.366          0.033          5.800          0.000          0.000
          2.372          0.033          5.788          0.000          0.000
          2.378          0.033          5.775          0.000          0.000
          2.384          0.033          5.763          0.000          0.000
          2.390          0.032          5.750          0.000          0.000
          2.395          0.032          5.738          0.000          0.000
          2.401          0.032          5.725          0.000          0.000
          2.407          0.032          5.713          0.000          0.000
          2.413          0.031          5.701          0.000          0.000
          2.419          0.031          5.688          0.000          0.000
          2.424          0.031          5.676          0.000          0.000
          2.430          0.031          5.664          0.000          0.000
          2.436          0.031          5.651          0.000          0.000
          2.442          0.030          5.639          0.000          0.000
          2.448          0.030          5.627          0.000          0.000
          2.453          0.030          5.615          0.000          0.000
          2.459          0.030          5.603          0.000          0.000
          2.465          0.030          5.590          0.000          0.000
          2.471          0.029          5.578          0.000          0.000
          2.477          0.029          5.566          0.000          0.000
          2.482          0.029          5.554          0.000          0.000
          2.488          0.029          5.542          0.000          0.000
          2.494          0.029          5.530          0.000          0.000
          2.500          0.028          5.518          0.000          0.000
          2.506          0.028          5.506          0.000          0.000
          2.511          0.028          5.494          0.000          0.000
          2.517          0.028          5.482          0.000          0.000
          2.523          0.028          5.470          0.000          0.000
          2.529          0.028          5.458          0.000          0.000
          2.535          0.027          5.446          0.000          0.000
          2.540          0.027          5.434          0.000          0.000
          2.546          0.027          5.423          0.000          0.000
          2.552          0.027          5.411          0.000          0.000
          2.558          0.027          5.399          0.000          0.000
          2.564          0.027          5.387          0.000          0.000
          2.569          0.026          5.376          0.000          0.000
          2.575          0.026          5.364          0.000          0.000
          2.581          0.026          5.352          0.000          0.000
          2.587          0.026          5.341          0.000          0.000
          2.593          0.026          5.329          0.000          0.000
          2.598          0.026          5.317          0.000          0.000
          2.604          0.025          5.306          0.000          0.000
          2.610          0.025          5.294          0.000          0.000
          2.616          0.025          5.283          0.000          0.000
          2.622          0.025          5.271          0.000          0.000
          2.627          0.025          5.260          0.000          0.000
          2.633          0.025          5.248          0.000          0.000
          2.639          0.025          5.237          0.000          0.000
          2.645          0.024          5.225          0.000          0.000
          2.651          0.024          5.214          0.000          0.000
          2.656          0.024          5.202          0.000          0.000
          2.662          0.024          5.191          0.000          0.000
          2.668          0.024          5.180          0.000          0.000
          2.674          0.024          5.168          0.000          0.000
          2.680          0.024          5.157          0.000          0.000
          2.685          0.023          5.146          0.000          0.000
          2.691          0.023          5.135          0.000          0.000
          2.697          0.023          5.123          0.000          0.000
          2.703          0.023          5.112          0.000          0.000
          2.709          0.023          5.101          0.000          0.000
          2.714          0.023          5.090          0.000          0.000
          2.720          0.023          5.079          0.000          0.000
          2.726          0.023          5.068          0.000          0.000
          2.732          0.022          5.057          0.000          0.000
          2.738          0.022          5.046          0.000          0.000
          2.743          0.022          5.034          0.000          0.000
          2.749          0.022          5.023          0.000          0.000
          2.755          0.022          5.012          0.000          0.000
          2.761          0.022          5.001          0.000          0.000
          2.767          0.022          4.991          0.000          0.000
          2.772          0.022          4.980          0.000          0.000
          2.778          0.022          4.969          0.000          0.000
          2.784          0.021          4.958          0.000          0.000
          2.790          0.021          4.947          0.000          0.000
          2.796          0.021          4.936          0.000          0.000
          2.801          0.021          4.925          0.000          0.000
          2.807          0.021          4.915          0.000          0.000
          2.813          0.021          4.904          0.000          0.000
          2.819          0.021          4.893          0.000          0.000
          2.825          0.021          4.882          0.000          0.000
          2.830          0.021          4.872          0.000          0.000
          2.836          0.020          4.861          0.000          0.000
          2.842          0.020          4.850          0.000          0.000
          2.848          0.020          4.840          0.000          0.000
          2.854          0.020          4.829          0.000          0.000
          2.859          0.020          4.818          0.000          0.000
          2.865          0.020          4.808          0.000          0.000
          2.871          0.020          4.797          0.000          0.000
          2.877          0.020          4.787          0.000          0.000
          2.883          0.020          4.776          0.000          0.000
          2.888          0.020          4.766          0.000          0.000
          2.894          0.020          4.755          0.000          0.000
          2.900          0.019          4.745          0.000          0.000
          2.906          0.019          4.734          0.000          0.000
          2.912          0.019          4.724          0.000          0.000
          2.917          0.019          4.714          0.000          0.000
          2.923          0.019          4.703          0.000          0.000
          2.929          0.019          4.693          0.000          0.000
          2.935          0.019          4.683          0.000          0.000
          2.941          0.019          4.672          0.000          0.000
          2.946          0.019          4.662          0.000          0.000
          2.952          0.019          4.652          0.000          0.000
          2.958          0.019          4.642          0.000          0.000
          2.964          0.019          4.631          0.000          0.000
          2.970          0.018          4.621          0.000          0.000
          2.975          0.018          4.611          0.000          0.000
          2.981          0.018          4.601          0.000          0.000
          2.987          0.018          4.591          0.000          0.000
          2.993          0.018          4.581          0.000          0.000
          2.999          0.018          4.571          0.000          0.000
          3.004          0.018          4.561          0.000          0.000
          3.010          0.018          4.550          0.000          0.000
          3.016          0.018          4.540          0.000          0.000
          3.022          0.018          4.530          0.000          0.000
          3.028          0.018          4.520          0.000          0.000
          3.033          0.018          4.511          0.000          0.000
          3.039          0.018          4.501          0.000          0.000
          3.045          0.017          4.491          0.000          0.000
          3.051          0.017          4.481          0.000          0.000
          3.057          0.017          4.471          0.000          0.000
          3.062          0.017          4.461          0.000          0.000
          3.068          0.017          4.451          0.000          0.000
          3.074          0.017          4.441          0.000          0.000
          3.080          0.017          4.432          0.000          0.000
          3.086          0.017          4.422          0.000          0.000
          3.091          0.017          4.412          0.000          0.000
          3.097          0.017          4.402          0.000          0.000
          3.103          0.017          4.393          0.000          0.000
          3.109          0.017          4.383          0.000          0.000
          3.115          0.017          4.373          0.000          0.000
          3.120          0.017          4.364          0.000          0.000
          3.126          0.017          4.354          0.000          0.000
          3.132          0.016          4.344          0.000          0.000
          3.138          0.016          4.335          0.000          0.000
          3.144          0.016          4.325          0.000          0.000
          3.149          0.016          4.316          0.000          0.000
          3.155          0.016          4.306          0.000          0.000
          3.161          0.016          4.297          0.000          0.000
          3.167          0.016          4.287          0.000          0.000
          3.173          0.016          4.278          0.000          0.000
          3.178          0.016          4.268          0.000          0.000
          3.184          0.016          4.259          0.000          0.000
          3.190          0.016          4.249          0.000          0.000
          3.196          0.016          4.240          0.000          0.000
          3.202          0.016          4.231          0.000          0.000
          3.207          0.016          4.221          0.000          0.000
          3.213          0.016          4.212          0.000          0.000
          3.219          0.016          4.203          0.000          0.000
          3.225          0.016          4.193          0.000          0.000
          3.231          0.016          4.184          0.000          0.000
          3.236          0.015          4.175          0.000          0.000
          3.242          0.015          4.166          0.000          0.000
          3.248          0.015          4.156          0.000          0.000
          3.254          0.015          4.147          0.000          0.000
          3.260          0.015          4.138          0.000          0.000
          3.265          0.015          4.129          0.000          0.000
          3.271          0.015          4.120          0.000          0.000
          3.277          0.015          4.111          0.000          0.000
          3.283          0.015          4.101          0.000          0.000
          3.289          0.015          4.092          0.000          0.000
          3.294          0.015          4.083          0.000          0.000
          3.300          0.015          4.074          0.000          0.000
          3.306          0.015          4.065          0.000          0.000
          3.312          0.015          4.056          0.000          0.000
          3.318          0.015          4.047          0.000          0.000
          3.323          0.015          4.038          0.000          0.000
          3.329          0.015          4.029          0.000          0.000
          3.335          0.015          4.020          0.000          0.000
          3.341          0.015          4.012          0.000          0.000
          3.347          0.015          4.003          0.000          0.000
          3.352          0.015          3.994          0.000          0.000
          3.358          0.014          3.985          0.000          0.000
          3.364          0.014          3.976          0.000          0.000
          3.370          0.014          3.967          0.000          0.000
          3.376          0.014          3.958          0.000          0.000
          3.381          0.014          3.950          0.000          0.000
          3.387          0.014          3.941          0.000          0.000
          3.393          0.014          3.932          0.000          0.000
          3.399          0.014          3.923          0.000          0.000
          3.405          0.014          3.915          0.000          0.000
          3.410          0.014          3.906          0.000          0.000
          3.416          0.014          3.897          0.000          0.000
          3.422          0.014          3.889          0.000          0.000
