     0.17432419    -0.29704426     0.16399264     0.31077334    -0.29550452     0.00000000     0.18653610    -0.36848811    -0.36848811    -0.18653610     0.00000000     0.29550452     0.31077334     0.16399264     0.29704426    -0.17432419 
     0.13769200    -0.29704426    -0.00000000     0.46132884    -0.00000000     0.00000000     0.42424205     0.00000000    -0.00000000     0.42424205     0.00000000    -0.00000000    -0.46132884     0.00000000    -0.29704426     0.13769200 
     0.30371235    -0.29704426     0.29550452    -0.04262506    -0.36848811     0.00000000    -0.26020496    -0.16399264     0.16399264    -0.26020496     0.00000000    -0.36848811     0.04262506    -0.29550452    -0.29704426     0.30371235 
     0.39646831    -0.19802951     0.00000000    -0.24546795     0.00000000    -0.40824829    -0.27690433     0.00000000     0.00000000     0.27690433    -0.40824829    -0.00000000    -0.24546795    -0.00000000     0.19802951    -0.39646831 
     0.30371235    -0.29704426    -0.29550452    -0.04262506     0.36848811     0.00000000    -0.26020496     0.16399264    -0.16399264    -0.26020496     0.00000000     0.36848811     0.04262506     0.29550452    -0.29704426     0.30371235 
     0.17432419    -0.29704426    -0.16399264     0.31077334     0.29550452     0.00000000     0.18653610     0.36848811     0.36848811    -0.18653610     0.00000000    -0.29550452     0.31077334    -0.16399264     0.29704426    -0.17432419 
     0.39646831     0.19802951     0.00000000    -0.24546795    -0.00000000    -0.40824829     0.27690433     0.00000000     0.00000000     0.27690433     0.40824829    -0.00000000     0.24546795     0.00000000     0.19802951     0.39646831 
     0.30371235     0.29704426    -0.29550452    -0.04262506    -0.36848811     0.00000000     0.26020496     0.16399264     0.16399264    -0.26020496    -0.00000000     0.36848811    -0.04262506    -0.29550452    -0.29704426    -0.30371235 
     0.19823416     0.09901475    -0.36848811    -0.12273398    -0.16399264     0.40824829     0.13845217    -0.29550452     0.29550452     0.13845217    -0.40824829    -0.16399264     0.12273398     0.36848811     0.09901475     0.19823416 
     0.19823416    -0.09901475    -0.36848811    -0.12273398     0.16399264     0.40824829    -0.13845217    -0.29550452    -0.29550452     0.13845217     0.40824829    -0.16399264    -0.12273398    -0.36848811     0.09901475    -0.19823416 
     0.19823416    -0.09901475     0.36848811    -0.12273398    -0.16399264     0.40824829    -0.13845217     0.29550452     0.29550452     0.13845217     0.40824829     0.16399264    -0.12273398     0.36848811     0.09901475    -0.19823416 
     0.19823416     0.09901475     0.36848811    -0.12273398     0.16399264     0.40824829     0.13845217     0.29550452    -0.29550452     0.13845217    -0.40824829     0.16399264     0.12273398    -0.36848811     0.09901475     0.19823416 
     0.30371235     0.29704426     0.29550452    -0.04262506     0.36848811     0.00000000     0.26020496    -0.16399264    -0.16399264    -0.26020496    -0.00000000    -0.36848811    -0.04262506     0.29550452    -0.29704426    -0.30371235 
     0.17432419     0.29704426     0.16399264     0.31077334     0.29550452     0.00000000    -0.18653610    -0.36848811     0.36848811    -0.18653610    -0.00000000     0.29550452    -0.31077334    -0.16399264     0.29704426     0.17432419 
     0.13769200     0.29704426    -0.00000000     0.46132884     0.00000000     0.00000000    -0.42424205     0.00000000    -0.00000000     0.42424205    -0.00000000    -0.00000000     0.46132884    -0.00000000    -0.29704426    -0.13769200 
     0.17432419     0.29704426    -0.16399264     0.31077334    -0.29550452     0.00000000    -0.18653610     0.36848811    -0.36848811    -0.18653610    -0.00000000    -0.29550452    -0.31077334     0.16399264     0.29704426     0.17432419 
